u,v,length_m,node_owner_u,node_owner_v,node_network_owner,edge_point_owner,is_boundary_edge
11215941,287423820,36.03997076157979,Seed_3,Seed_3,Seed_3,Seed_3,False
11215941,1953834465,79.38613190489167,Seed_3,Seed_3,Seed_3,Seed_3,False
287424206,287424198,105.44470349806859,Seed_3,Seed_3,Seed_3,Seed_3,False
287424206,287424220,196.11805301367235,Seed_3,Seed_3,Seed_3,Seed_3,False
287423820,287423833,148.69484707544916,Seed_3,Seed_3,Seed_3,Seed_3,False
287423820,8199361540,19.59001509171609,Seed_3,Seed_3,Seed_3,Seed_3,False
1953834465,1955817292,34.956217099846604,Seed_3,Seed_3,Seed_3,Seed_3,False
11215949,287424139,40.2319678053016,Seed_3,Seed_3,Seed_3,Seed_3,False
11215949,1943723882,49.558705471100446,Seed_3,Seed_3,Seed_3,Seed_3,False
11215949,1943723841,131.6119084104705,Seed_3,Seed_3,Seed_3,Seed_3,False
287424139,287424116,60.370718847249314,Seed_3,Seed_3,Seed_3,Seed_3,False
287424139,4003923573,171.814550298723,Seed_3,Seed_3,Seed_3,Seed_3,False
1943723882,287424175,53.729470043804696,Seed_3,Seed_3,Seed_3,Seed_3,False
1943723882,1943723889,72.45100533674655,Seed_3,Seed_3,Seed_3,Seed_3,False
11216004,287424062,86.0464716231709,Seed_3,Seed_3,Seed_3,Seed_3,False
11216004,21591200,207.7587904846229,Seed_3,Seed_3,Seed_3,Seed_3,False
11216004,287424059,352.41942906157976,Seed_3,Seed_3,Seed_3,Seed_3,False
21591200,255495737,465.63713590253013,Seed_3,Seed_3,Seed_3,Seed_3,False
21591200,11216145,181.2751278803286,Seed_3,Seed_3,Seed_3,Seed_3,False
21591200,21591199,249.43505590178046,Seed_3,Seed_3,Seed_3,Seed_3,False
287424059,287424050,37.33149048744066,Seed_3,Seed_3,Seed_3,Seed_3,False
287424059,287423816,135.05198710006118,Seed_3,Seed_3,Seed_3,Seed_3,False
11216145,287424041,16.72570579247745,Seed_3,Seed_3,Seed_3,Seed_3,False
11216145,2006366643,542.9110374612692,Seed_3,Seed_3,Seed_3,Seed_3,False
11216145,287424039,20.362662256933376,Seed_3,Seed_3,Seed_3,Seed_3,False
287424041,8328340616,51.010598528104055,Seed_3,Seed_3,Seed_3,Seed_3,False
287424041,287424037,17.816956307385524,Seed_3,Seed_3,Seed_3,Seed_3,False
2006366643,11216188,100.33476790107865,Seed_3,Seed_3,Seed_3,Seed_3,False
2006366643,2006366641,18.023643312870373,Seed_3,Seed_3,Seed_3,Seed_3,False
11216188,8108047995,192.61559103520088,Seed_3,Seed_3,Seed_3,Seed_3,False
11216188,1628103113,62.87191406242403,Seed_3,Seed_3,Seed_3,Seed_3,False
1628103113,21591734,68.3848531339664,Seed_3,Seed_3,Seed_3,Seed_3,False
1628103113,1628103160,69.61204867261105,Seed_3,Seed_3,Seed_3,Seed_3,False
1102678925,1102678929,53.05133292058213,Seed_3,Seed_3,Seed_3,Seed_3,False
11216307,2006366553,104.254804729624,Seed_3,Seed_3,Seed_3,Seed_3,False
11216307,278843669,81.44223958451427,Seed_3,Seed_3,Seed_3,Seed_3,False
11216307,1635560924,33.56555520002726,Seed_3,Seed_3,Seed_3,Seed_3,False
2006366553,11216308,52.595339540767405,Seed_3,Seed_3,Seed_3,Seed_3,False
2006366553,2006366546,34.12236821165795,Seed_3,Seed_3,Seed_3,Seed_3,False
278843669,278843667,40.817628343248664,Seed_3,Seed_3,Seed_3,Seed_3,False
278843669,262305756,159.03480603975262,Seed_3,Seed_3,Seed_3,Seed_3,False
1635560924,1635560922,25.533815574730053,Seed_3,Seed_3,Seed_3,Seed_3,False
1635560924,672940179,24.602238308999848,Seed_3,Seed_3,Seed_3,Seed_3,False
11216308,2006366540,21.36896717201784,Seed_3,Seed_3,Seed_3,Seed_3,False
11216308,262304626,100.23064214454305,Seed_3,Seed_3,Seed_3,Seed_3,False
2006366540,262305755,132.24771207908668,Seed_3,Seed_3,Seed_3,Seed_3,False
2006366540,2006366531,66.63073224071874,Seed_3,Seed_3,Seed_3,Seed_3,False
262304626,278843693,15.240624222363433,Seed_3,Seed_3,Seed_3,Seed_3,False
262304626,11216345,116.5904522178723,Seed_3,Seed_3,Seed_3,Seed_3,False
262304626,278843691,40.50895564242695,Seed_3,Seed_3,Seed_3,Seed_3,False
11216321,278843756,32.962418431044135,Seed_3,Seed_3,Seed_3,Seed_3,False
11216321,262305370,36.01358054474602,Seed_3,Seed_3,Seed_3,Seed_3,False
11216321,278843782,181.1572892914816,Seed_3,Seed_3,Seed_3,Seed_3,False
278843756,278843740,75.30432082570869,Seed_3,Seed_3,Seed_3,Seed_3,False
278843756,278843743,81.95971072241332,Seed_3,Seed_3,Seed_3,Seed_3,False
262305370,3507770232,24.90179693262168,Seed_3,Seed_3,Seed_3,Seed_3,False
262305370,1629696300,20.476066588773257,Seed_3,Seed_3,Seed_3,Seed_3,False
11216324,11196789561,8.075286263666687,Seed_3,Seed_3,Seed_3,Seed_3,False
11216324,11196789572,45.62631649404517,Seed_3,Seed_3,Seed_3,Seed_3,False
11216324,11196789566,49.08925045046025,Seed_3,Seed_3,Seed_3,Seed_3,False
11196789561,278843757,206.92120956082093,Seed_3,Seed_3,Seed_3,Seed_3,False
11196789561,11196789566,49.03567689109906,Seed_3,Seed_3,Seed_3,Seed_3,False
11196789561,11196789571,43.905677250060585,Seed_3,Seed_3,Seed_3,Seed_3,False
11196789572,1632912769,108.622774679061,Seed_3,Seed_3,Seed_3,Seed_3,False
11196789572,11196789571,10.25395687991318,Seed_3,Seed_3,Seed_3,Seed_3,False
11216345,907520812,170.0337765981098,Seed_3,Seed_3,Seed_3,Seed_3,False
11216345,895758773,310.8683656832736,Seed_3,Seed_3,Seed_3,Seed_3,False
907520812,907520820,53.92635011519698,Seed_3,Seed_3,Seed_3,Seed_3,False
907520812,895758722,62.32575253187888,Seed_3,Seed_3,Seed_3,Seed_3,False
895758773,2006366511,96.3396140339689,Seed_3,Seed_3,Seed_3,Seed_3,False
895758773,907534575,194.02945778670758,Seed_3,Seed_3,Seed_3,Seed_3,False
570592570,570592643,69.25208494564575,Seed_3,Seed_3,Seed_3,Seed_3,False
570592570,11216871,52.860873914472634,Seed_3,Seed_3,Seed_3,Seed_3,False
278843761,278843764,188.91039851910685,Seed_3,Seed_3,Seed_3,Seed_3,False
278843761,570592576,45.14510714756949,Seed_3,Seed_3,Seed_3,Seed_3,False
11216871,570592572,22.85921475749515,Seed_3,Seed_3,Seed_3,Seed_3,False
11216871,899697840,70.27570184579453,Seed_3,Seed_3,Seed_3,Seed_3,False
11216871,570592587,124.65969076636623,Seed_3,Seed_3,Seed_3,Seed_3,False
570592572,570592586,111.63052408670592,Seed_3,Seed_3,Seed_3,Seed_3,False
570592572,570592562,30.079202941692802,Seed_3,Seed_3,Seed_3,Seed_3,False
899697840,261931966,75.73495863254585,Seed_3,Seed_3,Seed_3,Seed_3,False
899697840,1691257948,140.9494966757378,Seed_3,Seed_3,Seed_3,Seed_3,False
11216878,1938164311,57.78661885154776,Seed_3,Seed_3,Seed_3,Seed_3,False
11216878,1691257948,119.00488296682131,Seed_3,Seed_3,Seed_3,Seed_3,False
11216878,475733588,62.55040528506891,Seed_3,Seed_3,Seed_3,Seed_3,False
1938164311,278829807,285.16542974372027,Seed_3,Seed_3,Seed_3,Seed_3,False
1938164311,5431662781,55.13200572785853,Seed_3,Seed_3,Seed_3,Seed_3,False
1691257948,899721565,73.99076578824051,Seed_3,Seed_3,Seed_3,Seed_3,False
475733588,5431662781,16.483018651646773,Seed_3,Seed_3,Seed_3,Seed_3,False
475733588,475733589,63.075722131876994,Seed_3,Seed_3,Seed_3,Seed_3,False
278843638,278843641,32.5993859285875,Seed_3,Seed_3,Seed_3,Seed_3,False
278843638,278843636,15.925610299164177,Seed_3,Seed_3,Seed_3,Seed_3,False
11217112,1633056836,64.30254586137713,Seed_3,Seed_3,Seed_3,Seed_3,False
11217112,1632912909,67.68643529776637,Seed_3,Seed_3,Seed_3,Seed_3,False
11217112,1080047664,97.77621071034473,Seed_3,Seed_3,Seed_3,Seed_3,False
1632912909,410495518,24.23125522681162,Seed_3,Seed_3,Seed_3,Seed_3,False
1632912909,1632912822,103.71785566997454,Seed_3,Seed_3,Seed_3,Seed_3,False
1080047664,1632912769,56.93522910837258,Seed_3,Seed_3,Seed_3,Seed_3,False
1080047664,1080047476,120.4029209005696,Seed_3,Seed_3,Seed_3,Seed_3,False
11217118,475565351,85.74590170738539,Seed_3,Seed_3,Seed_3,Seed_3,False
11217118,570592587,57.90702558624061,Seed_3,Seed_3,Seed_3,Seed_3,False
11217118,570592621,57.45821723338758,Seed_3,Seed_3,Seed_3,Seed_3,False
475565351,570592584,87.39211768127335,Seed_3,Seed_3,Seed_3,Seed_3,False
475565351,31936669,43.95983561527409,Seed_3,Seed_3,Seed_3,Seed_3,False
570592587,570592586,23.60265608557286,Seed_3,Seed_3,Seed_3,Seed_3,False
11217212,8555374511,105.13772091371523,Seed_3,Seed_3,Seed_3,Seed_3,False
11217212,8486961323,30.730764839942424,Seed_3,Seed_3,Seed_3,Seed_3,False
11217212,8486961318,27.606205492614865,Seed_3,Seed_3,Seed_3,Seed_3,False
8555374511,21035848,915.0585598924196,Seed_3,Seed_3,Seed_3,Seed_3,False
8555374511,282037529,70.23920573522645,Seed_3,Seed_3,Seed_3,Seed_3,False
8486961323,8486961319,4.836470777170226,Seed_3,Seed_3,Seed_3,Seed_3,False
8486961323,8486961320,8.208778709441013,Seed_3,Seed_3,Seed_3,Seed_3,False
11217296,52383443,21.086974921453574,Seed_3,Seed_3,Seed_3,Seed_3,False
11217296,29057279,31.835893311343245,Seed_3,Seed_3,Seed_3,Seed_3,False
11217296,1407526679,63.17367273285137,Seed_3,Seed_3,Seed_3,Seed_3,False
52383443,52383446,20.904754164506457,Seed_3,Seed_3,Seed_3,Seed_3,False
52383443,52383570,51.86256719394662,Seed_3,Seed_3,Seed_3,Seed_3,False
29057279,52383463,132.75070794615502,Seed_3,Seed_3,Seed_3,Seed_3,False
29057279,52383510,30.736467107401428,Seed_3,Seed_3,Seed_3,Seed_3,False
1407526679,54139237,78.67687772727942,Seed_3,Seed_3,Seed_3,Seed_3,False
1407526679,1407526681,92.3366476279952,Seed_3,Seed_3,Seed_3,Seed_3,False
11217308,11631003677,4.218055641065751,Seed_3,Seed_3,Seed_3,Seed_3,False
11217308,1161996211,8.470775248354032,Seed_3,Seed_3,Seed_3,Seed_3,False
11217308,1161996194,10.226273808861572,Seed_3,Seed_3,Seed_3,Seed_3,False
11217308,8682513441,4.118018398510353,Seed_3,Seed_3,Seed_3,Seed_3,False
11631003677,1005344373,1.5797020832970599,Seed_3,Seed_3,Seed_3,Seed_3,False
11631003677,8682513441,5.967400988794761,Seed_3,Seed_3,Seed_3,Seed_3,False
1161996211,1161996194,7.775104231931016,Seed_3,Seed_3,Seed_3,Seed_3,False
1161996211,301278989,18.441952794997185,Seed_3,Seed_3,Seed_3,Seed_3,False
1161996211,301278992,14.865881254346345,Seed_3,Seed_3,Seed_3,Seed_3,False
11217310,301279005,8.778575194778288,Seed_3,Seed_3,Seed_3,Seed_3,False
11217310,302964985,74.63817516332529,Seed_3,Seed_3,Seed_3,Seed_3,False
11217310,301278950,137.22462108557247,Seed_3,Seed_3,Seed_3,Seed_3,False
301279005,8682513441,136.28305073190802,Seed_3,Seed_3,Seed_3,Seed_3,False
301279005,59860788,85.94734016820551,Seed_3,Seed_3,Seed_3,Seed_3,False
302964985,59860788,21.359372449649115,Seed_3,Seed_3,Seed_3,Seed_3,False
302964985,48900390,32.629892341915564,Seed_3,Seed_3,Seed_3,Seed_3,False
11217496,7261830376,19.101426050433922,Seed_3,Seed_3,Seed_3,Seed_3,False
11217496,301016248,45.77728361535124,Seed_3,Seed_3,Seed_3,Seed_3,False
11217496,7261830374,20.013223559578,Seed_3,Seed_3,Seed_3,Seed_3,False
7261830376,7261830374,27.936488800358,Seed_3,Seed_3,Seed_3,Seed_3,False
301016248,54093276,26.36212600827885,Seed_3,Seed_3,Seed_3,Seed_3,False
301016248,301279791,38.4860999905901,Seed_3,Seed_3,Seed_3,Seed_3,False
7261830374,1679863261,138.59791516749564,Seed_3,Seed_3,Seed_3,Seed_3,False
11217797,1165979474,16.148260926062836,Seed_3,Seed_3,Seed_3,Seed_3,False
11217797,2423433793,10.970474720295309,Seed_3,Seed_3,Seed_3,Seed_3,False
11217797,11217808,54.963851091537094,Seed_3,Seed_3,Seed_3,Seed_3,False
11217797,10278244684,58.904449930329285,Seed_3,Seed_3,Seed_3,Seed_3,False
1165979474,2423433793,15.481169142458183,Seed_3,Seed_3,Seed_3,Seed_3,False
1165979474,1165979677,90.2980293114696,Seed_3,Seed_3,Seed_3,Seed_3,False
2423433793,11217798,39.145073760079995,Seed_3,Seed_3,Seed_3,Seed_3,False
11217808,1165980458,13.274842791438795,Seed_3,Seed_3,Seed_3,Seed_3,False
11217808,10278244675,149.00085892593484,Seed_3,Seed_3,Seed_3,Seed_3,False
10278244684,10278244683,16.76026445425441,Seed_3,Seed_3,Seed_3,Seed_3,False
10278244684,2423433581,58.363402457966856,Seed_3,Seed_3,Seed_3,Seed_3,False
11217798,1165980086,65.25543550289234,Seed_3,Seed_3,Seed_3,Seed_3,False
1165980458,2413972424,123.79138063791353,Seed_3,Seed_3,Seed_3,Seed_3,False
1165980458,1165980431,82.11710745614357,Seed_3,Seed_3,Seed_3,Seed_3,False
11218080,319790161,12.309633878532821,Seed_3,Seed_3,Seed_3,Seed_3,False
11218080,890850433,15.810402458196412,Seed_3,Seed_3,Seed_3,Seed_3,False
11218080,52111000,75.56468681387052,Seed_3,Seed_3,Seed_3,Seed_3,False
319790161,319871092,78.63665806639516,Seed_3,Seed_3,Seed_3,Seed_3,False
319790161,334866658,16.939061060294478,Seed_3,Seed_3,Seed_3,Seed_3,False
890850433,890850381,59.85377287404751,Seed_3,Seed_3,Seed_3,Seed_3,False
890850433,890850262,30.318623462176404,Seed_3,Seed_3,Seed_3,Seed_3,False
52111000,332076078,29.91723579868242,Seed_3,Seed_3,Seed_3,Seed_3,False
52111000,52110654,62.3451611446707,Seed_3,Seed_3,Seed_3,Seed_3,False
11218085,53386284,59.03077091088306,Seed_3,Seed_3,Seed_3,Seed_3,False
11218085,53379615,166.78411735947387,Seed_3,Seed_3,Seed_3,Seed_3,False
11218085,52110995,102.61343438584578,Seed_3,Seed_3,Seed_3,Seed_3,False
53386284,53387233,194.22811696181608,Seed_3,Seed_3,Seed_3,Seed_3,False
53386284,53384215,336.1890346150386,Seed_3,Seed_3,Seed_3,Seed_3,False
53379615,54093622,40.95615570871474,Seed_3,Seed_3,Seed_3,Seed_3,False
53379615,53387233,78.69274525212468,Seed_3,Seed_3,Seed_3,Seed_3,False
52110995,31938222,64.02451046250972,Seed_3,Seed_3,Seed_3,Seed_3,False
52110995,54093615,124.93682951813412,Seed_3,Seed_3,Seed_3,Seed_3,False
11218100,890850329,26.62415708726597,Seed_3,Seed_3,Seed_3,Seed_3,False
11218100,334866658,41.443882857214,Seed_3,Seed_3,Seed_3,Seed_3,False
11218100,890850305,39.15242219087004,Seed_3,Seed_3,Seed_3,Seed_3,False
890850329,54093282,76.17438499499737,Seed_3,Seed_3,Seed_3,Seed_3,False
890850329,890850390,33.59873598701874,Seed_3,Seed_3,Seed_3,Seed_3,False
890850329,890850305,35.76747596829407,Seed_3,Seed_3,Seed_3,Seed_3,False
334866658,1679863389,49.821681870886586,Seed_3,Seed_3,Seed_3,Seed_3,False
890850305,1645980862,30.250627356449968,Seed_3,Seed_3,Seed_3,Seed_3,False
11218134,31938222,137.64882869045897,Seed_3,Seed_3,Seed_3,Seed_3,False
11218134,52648208,36.60363025526289,Seed_3,Seed_3,Seed_3,Seed_3,False
11218134,1710794321,113.55507444110063,Seed_3,Seed_3,Seed_3,Seed_3,False
11218134,52647853,85.94062601479408,Seed_3,Seed_3,Seed_3,Seed_3,False
31938222,890850411,126.07043575689472,Seed_3,Seed_3,Seed_3,Seed_3,False
52648208,31938166,19.19280467691509,Seed_3,Seed_3,Seed_3,Seed_3,False
52648208,52649209,123.29456906855074,Seed_3,Seed_3,Seed_3,Seed_3,False
1710794321,1710794322,15.898436086342707,Seed_3,Seed_3,Seed_3,Seed_3,False
1710794321,1840464112,46.58540802520642,Seed_3,Seed_3,Seed_3,Seed_3,False
52647853,52383592,99.57557886259568,Seed_3,Seed_3,Seed_3,Seed_3,False
52647853,41338326,116.38083369789308,Seed_3,Seed_3,Seed_3,Seed_3,False
11218138,31938117,164.3229243365467,Seed_3,Seed_3,Seed_3,Seed_3,False
11218138,54150594,99.39420666647959,Seed_3,Seed_3,Seed_3,Seed_3,False
11218138,1790882254,41.878592847094744,Seed_3,Seed_3,Seed_3,Seed_3,False
31938117,31938092,44.182389971568504,Seed_3,Seed_3,Seed_3,Seed_3,False
31938117,332076158,234.39445708948753,Seed_3,Seed_3,Seed_3,Seed_3,False
54150594,52647140,47.58222237664241,Seed_3,Seed_3,Seed_3,Seed_3,False
54150594,54150639,152.7509808092035,Seed_3,Seed_3,Seed_3,Seed_3,False
1790882254,1790882248,36.335107176977175,Seed_3,Seed_3,Seed_3,Seed_3,False
1790882254,1790882261,76.72687280864449,Seed_3,Seed_3,Seed_3,Seed_3,False
11218335,248564369,106.98677119111233,Seed_3,Seed_3,Seed_3,Seed_3,False
11218335,59605311,114.99665680452816,Seed_3,Seed_3,Seed_3,Seed_3,False
11218335,59606551,90.80275239262014,Seed_3,Seed_3,Seed_3,Seed_3,False
11218335,59605315,74.19572580603472,Seed_3,Seed_3,Seed_3,Seed_3,False
248564369,1690929400,166.61880164284304,Seed_3,Seed_3,Seed_3,Seed_3,False
248564369,59650525,264.5600492271482,Seed_3,Seed_3,Seed_3,Seed_3,False
248564369,248046127,78.84446715811066,Seed_3,Seed_3,Seed_3,Seed_3,False
59605311,59605317,83.06601043622828,Seed_3,Seed_3,Seed_3,Seed_3,False
59605311,59606552,90.709932458319,Seed_3,Seed_3,Seed_3,Seed_3,False
59605311,59605312,68.20508812239997,Seed_3,Seed_3,Seed_3,Seed_3,False
59606551,59606552,107.67783317895392,Seed_3,Seed_3,Seed_3,Seed_3,False
59606551,11218336,83.65212170451119,Seed_3,Seed_3,Seed_3,Seed_3,False
59605315,59605317,139.16651152471684,Seed_3,Seed_3,Seed_3,Seed_3,False
59605315,7946188418,57.83702583805858,Seed_3,Seed_3,Seed_3,Seed_3,False
11218336,59605299,127.37095477307835,Seed_3,Seed_3,Seed_3,Seed_3,False
11218336,1690929400,105.5073253889589,Seed_3,Seed_3,Seed_3,Seed_3,False
59605299,59605301,125.15093877980684,Seed_3,Seed_3,Seed_3,Seed_3,False
59605299,483446569,74.38173670915502,Seed_3,Seed_3,Seed_3,Seed_3,False
1690929400,2023168251,4.676623157927989,Seed_3,Seed_3,Seed_3,Seed_3,False
11621589,29059179,462.6871769735,Seed_1,Seed_1,Seed_1,Seed_1,False
11621589,11621598,691.0935177540904,Seed_1,Seed_1,Seed_1,Seed_1,False
11621589,29059171,315.738387141492,Seed_1,Seed_1,Seed_1,Seed_1,False
29059179,29059184,217.64318543285714,Seed_1,Seed_1,Seed_1,Seed_1,False
29059179,29059176,198.1895609489047,Seed_1,Seed_1,Seed_1,Seed_1,False
11621598,899279750,40.62700452416103,Seed_1,Seed_1,Seed_1,Seed_1,False
11621598,305465258,332.9403098642582,Seed_1,Seed_1,Seed_1,Seed_1,False
11621598,899279747,39.800371265112595,Seed_1,Seed_1,Seed_1,Seed_1,False
29059171,1527375096,24.69990904240837,Seed_1,Seed_1,Seed_1,Seed_1,False
29059171,29059170,1444.7575893628925,Seed_1,Seed_1,Seed_1,Seed_1,False
899279750,450282956,818.8835048639985,Seed_1,Seed_1,Seed_1,Seed_1,False
899279750,899279747,34.501107340914835,Seed_1,Seed_1,Seed_1,Seed_1,False
305465258,305465280,120.89047676879946,Seed_1,Seed_1,Seed_1,Seed_1,False
305465258,28256141,276.93011207080934,Seed_1,Seed_1,Seed_1,Seed_1,False
899279747,558350636,1279.8666525563306,Seed_1,Seed_1,Seed_1,Seed_1,False
11621669,1684704927,136.41748894108832,Seed_1,Seed_1,Seed_1,Seed_1,False
11621669,1986902865,122.99540253667597,Seed_1,Seed_1,Seed_1,Seed_1,False
11621669,1610670714,133.82249676130172,Seed_1,Seed_1,Seed_1,Seed_1,False
1684704927,1986902842,41.630563559856014,Seed_1,Seed_1,Seed_1,Seed_1,False
1684704927,4467370917,141.61308767186392,Seed_1,Seed_1,Seed_1,Seed_1,False
1986902865,1986902856,98.44821425558655,Seed_1,Seed_1,Seed_1,Seed_1,False
1610670714,450282956,37.5053187374918,Seed_1,Seed_1,Seed_1,Seed_1,False
1610670714,1610670711,37.61003658485146,Seed_1,Seed_1,Seed_1,Seed_1,False
11621692,1379104098,32.791101669607166,Seed_1,Seed_1,Seed_1,Seed_1,False
11621692,403305530,92.39955178719511,Seed_1,Seed_1,Seed_1,Seed_1,False
11621692,2119142439,357.9539480855603,Seed_1,Seed_1,Seed_1,Seed_1,False
1379104098,1379104131,111.91200763590928,Seed_1,Seed_1,Seed_1,Seed_1,False
1379104098,8084879282,47.22935219283789,Seed_1,Seed_1,Seed_1,Seed_1,False
403305530,403305511,74.09921411379577,Seed_1,Seed_1,Seed_1,Seed_1,False
403305530,1379104173,207.2123092792222,Seed_1,Seed_1,Seed_1,Seed_1,False
2119142439,1684723871,140.14385654130675,Seed_1,Seed_1,Seed_1,Seed_1,False
2119142439,4439323401,13.409133414801687,Seed_1,Seed_1,Seed_1,Seed_1,False
11621695,21292929,4.382844773371006,Seed_1,Seed_1,Seed_1,Seed_1,False
11621695,1056476445,24.697884591914995,Seed_1,Seed_1,Seed_1,Seed_1,False
11621695,1056476423,17.320374166545776,Seed_1,Seed_1,Seed_1,Seed_1,False
21292929,4540886233,20.712578445350506,Seed_1,Seed_1,Seed_1,Seed_1,False
21292929,1056476461,29.50730332446424,Seed_1,Seed_1,Seed_1,Seed_1,False
11621712,417962036,139.61099854536246,Seed_3,Seed_3,Seed_3,Seed_3,False
11621712,60624880,89.9365310671864,Seed_3,Seed_3,Seed_3,Seed_3,False
11621712,693004282,275.65568722361775,Seed_3,Seed_3,Seed_3,Seed_3,False
11621712,693004133,112.60199716229332,Seed_3,Seed_3,Seed_3,Seed_3,False
417962036,417962037,267.2934630696084,Seed_3,Seed_3,Seed_3,Seed_3,False
417962036,691622906,158.7633244149675,Seed_3,Seed_3,Seed_3,Seed_3,False
417962036,691623540,234.85627666271068,Seed_3,Seed_3,Seed_3,Seed_3,False
60624880,693003643,105.69992390301694,Seed_3,Seed_3,Seed_3,Seed_3,False
60624880,60624868,537.817672047139,Seed_3,Seed_3,Seed_3,Seed_3,False
693004282,21133687,246.10343892466662,Seed_3,Seed_3,Seed_3,Seed_3,False
693004282,417962037,134.29875017790732,Seed_3,Seed_3,Seed_3,Seed_3,False
693004133,2011559564,74.82674836914545,Seed_3,Seed_3,Seed_3,Seed_3,False
693004133,693004100,48.7767573260853,Seed_3,Seed_3,Seed_3,Seed_3,False
11621724,11621777,543.7409981728658,Seed_3,Seed_3,Seed_3,Seed_3,False
11621724,7495502077,95.4280985092897,Seed_3,Seed_3,Seed_3,Seed_3,False
11621724,1379010298,540.7242361292798,Seed_3,Seed_3,Seed_3,Seed_3,False
11621777,1379010298,15.197681612610705,Seed_3,Seed_3,Seed_3,Seed_3,False
11621777,687063445,169.67754003856697,Seed_3,Seed_3,Seed_3,Seed_3,False
7495502077,693003308,86.01733855361817,Seed_3,Seed_3,Seed_3,Seed_3,False
7495502077,6757077706,206.58595699344335,Seed_3,Seed_3,Seed_3,Seed_3,False
1379010298,1379010290,69.11140249991753,Seed_3,Seed_3,Seed_3,Seed_3,False
1379010298,4278615809,159.98452937976967,Seed_3,Seed_3,Seed_3,Seed_3,False
687063445,21099285,286.90373687880293,Seed_3,Seed_3,Seed_3,Seed_3,False
687063445,4278615809,22.112266322410736,Seed_3,Seed_3,Seed_3,Seed_3,False
11621851,5191076383,56.182727321357596,Seed_3,Seed_3,Seed_3,Seed_3,False
11621851,5191076382,36.629864008381574,Seed_3,Seed_3,Seed_3,Seed_3,False
11621851,249727907,20.474953780717417,Seed_3,Seed_3,Seed_3,Seed_3,False
5191076383,7039311363,5.422937205473624,Seed_3,Seed_3,Seed_3,Seed_3,False
5191076383,5191076382,27.62647432781293,Seed_3,Seed_3,Seed_3,Seed_3,False
5191076382,7039311372,19.41506807465771,Seed_3,Seed_3,Seed_3,Seed_3,False
5191076382,7039306783,9.614448957339533,Seed_3,Seed_3,Seed_3,Seed_3,False
11621861,7619826317,17.950450785306433,Seed_3,Seed_3,Seed_3,Seed_3,False
11621861,7619826340,100.14760164702642,Seed_3,Seed_3,Seed_3,Seed_3,False
11621861,7619826313,23.915367723570544,Seed_3,Seed_3,Seed_3,Seed_3,False
7619826317,703828746,46.38565076280603,Seed_3,Seed_3,Seed_3,Seed_3,False
7619826317,7619826313,17.77567015117624,Seed_3,Seed_3,Seed_3,Seed_3,False
7619826340,7619826344,16.051687208903335,Seed_3,Seed_3,Seed_3,Seed_3,False
7619826340,248018366,33.198022443183675,Seed_3,Seed_3,Seed_3,Seed_3,False
11621862,1296600946,87.47709896074109,Seed_3,Seed_2,boundary,Seed_3,True
11621862,703828746,85.56309270032958,Seed_3,Seed_3,Seed_3,Seed_3,False
11621862,1296601467,45.42711393013961,Seed_3,Seed_3,Seed_3,Seed_3,False
1296600946,11621867,406.6131256446181,Seed_2,Seed_2,Seed_2,Seed_2,False
1296600946,1997293705,85.98461736203062,Seed_2,Seed_2,Seed_2,Seed_2,False
703828746,1296601375,113.9512967770081,Seed_3,Seed_3,Seed_3,Seed_3,False
1296601467,1296600868,35.61899758153798,Seed_3,Seed_3,Seed_3,Seed_3,False
1296601467,1296600326,73.1812946545991,Seed_3,Seed_3,Seed_3,Seed_3,False
11621867,6781842175,82.31949247560219,Seed_2,Seed_2,Seed_2,Seed_2,False
11621867,6217574774,89.39031980443494,Seed_2,Seed_2,Seed_2,Seed_2,False
6781842175,6781842174,9.691074622028642,Seed_2,Seed_2,Seed_2,Seed_2,False
6781842175,703828858,34.46231582432254,Seed_2,Seed_2,Seed_2,Seed_2,False
6781842175,6217574774,13.048985562464935,Seed_2,Seed_2,Seed_2,Seed_2,False
11621870,2746132695,1397.7957397712796,Seed_2,Seed_2,Seed_2,Seed_2,False
11621870,6781842176,105.33764133439624,Seed_2,Seed_2,Seed_2,Seed_2,False
11621870,6781842174,106.83455553216396,Seed_2,Seed_2,Seed_2,Seed_2,False
2746132695,5489429121,57.69941432995457,Seed_2,Seed_2,Seed_2,Seed_2,False
2746132695,5489429137,65.67150581904822,Seed_2,Seed_2,Seed_2,Seed_2,False
6781842176,6217574774,8.24229326334838,Seed_2,Seed_2,Seed_2,Seed_2,False
6781842176,6312935945,32.64077886525162,Seed_2,Seed_2,Seed_2,Seed_2,False
6781842176,6781842174,12.201361463368173,Seed_2,Seed_2,Seed_2,Seed_2,False
13140509,13140511,113.4416222662981,Seed_3,Seed_3,Seed_3,Seed_3,False
13140509,13891966,53.68295866579351,Seed_3,Seed_3,Seed_3,Seed_3,False
13140509,13891965,30.202759073932803,Seed_3,Seed_3,Seed_3,Seed_3,False
13140511,13891960,31.063502130109043,Seed_3,Seed_3,Seed_3,Seed_3,False
13140511,13891959,53.73935324787218,Seed_3,Seed_3,Seed_3,Seed_3,False
13891966,252909658,36.45650281128112,Seed_3,Seed_3,Seed_3,Seed_3,False
13891966,2895394633,11.203401823125459,Seed_3,Seed_3,Seed_3,Seed_3,False
13891965,13891960,119.14021118235615,Seed_3,Seed_3,Seed_3,Seed_3,False
