node_id,x,y,planar_owner,node_network_owner,street_count
643907,430657.4147414633,433664.74455416226,Seed_3,Seed_3,3
26298423,430644.10404230293,433672.56849112303,Seed_3,Seed_3,3
643911,430736.4826779195,433456.8536141068,Seed_3,Seed_3,3
301689321,430762.5462736152,433490.381175832,Seed_3,Seed_3,3
643914,430772.3445193353,433458.7686273176,Seed_3,Seed_3,4
342628235,430786.1973803451,433459.80519262527,Seed_3,Seed_3,5
643929,430523.1268985276,433287.65385683684,Seed_3,Seed_3,3
643930,430390.8527548402,433298.3338139048,Seed_3,Seed_3,3
317087679,430571.3789831302,433247.4233540213,Seed_3,Seed_3,3
643933,430249.147161967,433226.00978921785,Seed_3,Seed_3,3
301688528,430427.1733672409,433459.3782883843,Seed_3,Seed_3,3
10103026371,430231.0826113823,433398.09597489215,Seed_3,Seed_3,2
643936,430203.36632951087,433194.8172001352,Seed_3,Seed_3,3
250214013,430182.70613491617,433189.90001633565,Seed_3,Seed_3,3
8326384271,430174.31120934366,433103.1161868416,Seed_3,Seed_3,3
643945,430654.7644997555,433714.5177402424,Seed_3,Seed_3,3
9823132,430795.89666391636,433848.957967698,Seed_3,Seed_3,4
6211583013,430688.95439027826,433694.80268262443,Seed_3,Seed_3,3
643946,430638.08778570016,433696.13937166834,Seed_3,Seed_3,3
1675168064,430633.8670016974,433719.1322793125,Seed_3,Seed_3,4
8273166694,430653.8517167373,433714.0889776363,Seed_3,Seed_3,3
643951,430756.0181038312,433783.98552645114,Seed_3,Seed_3,3
659971029,430737.65632663603,433768.54424234,Seed_3,Seed_3,3
