accident_row,u,v,key,edge_length_m,distance_to_u_m,distance_to_v_m,nearest_intersection_distance_m,edge_fraction_to_nearest_intersection
505,643930,301688528,0,200.07871488204748,43.010805658063994,157.0679092239835,43.010805658063994,0.21496942182690537
506,10563335054,5728993698,0,111.98019278156458,84.3308855298667,27.649307251697877,27.649307251697877,0.2469124812602556
507,51458940,1606959335,0,40.09273928856574,25.460359310114175,14.632379978451564,14.632379978451564,0.3649633384522731
508,7275677007,9755805529,0,137.63338677762331,137.63338677762331,0.0,0.0,0.0
509,7275677007,9755805529,0,137.63338677762331,137.63338677762331,0.0,0.0,0.0
510,1020030657,1606959335,0,44.94106765288233,3.37938242176189,41.56168523112044,3.37938242176189,0.0751958642341055
511,1020030657,1606959335,0,44.94106765288233,3.37938242176189,41.56168523112044,3.37938242176189,0.0751958642341055
512,7275677007,9755805529,0,137.63338677762331,34.168410781812554,103.46497599581076,34.168410781812554,0.24825670269248737
513,5728993707,6309354601,0,43.53667012250093,0.0,43.53667012250093,0.0,0.0
514,10563335054,5728993698,0,111.98019278156458,77.3274180894594,34.65277469210518,34.65277469210518,0.3094545011161126
515,9755805559,26299410,0,170.63568685260324,169.04145724633972,1.594229606263525,1.594229606263525,0.009342885041630453
516,643933,10103026371,0,174.23643618102165,50.15715439972982,124.07928178129183,50.15715439972982,0.287868344297512
517,249813619,26298445,0,103.55827437207316,65.73816561082937,37.82010876124379,37.82010876124379,0.36520605418124696
518,643930,301688528,0,200.07871488204748,167.40626339410696,32.67245148794052,32.67245148794052,0.16329798753056732
519,1020030657,1606959335,0,44.94106765288233,3.37938242176189,41.56168523112044,3.37938242176189,0.0751958642341055
520,9405615106,9077392916,0,113.53214941533358,3.0944179690324654,110.43773144630111,3.0944179690324654,0.027255874084724546
521,9405615106,9077392916,0,113.53214941533358,3.0944179690324654,110.43773144630111,3.0944179690324654,0.027255874084724546
522,9405615106,9077392916,0,113.53214941533358,3.0944179690324654,110.43773144630111,3.0944179690324654,0.027255874084724546
523,301688528,9755805559,0,61.476037900384725,60.81304266356673,0.6629952368179914,0.6629952368179914,0.010784612337774656
524,301688528,9319419235,0,144.73228205725678,16.994068792040746,127.73821326521603,16.994068792040746,0.11741726552282103
525,52162730,10624200323,0,198.97044991791756,185.28072622331837,13.689723694599195,13.689723694599195,0.06880279810517942
526,52162730,10624200323,0,198.97044991791756,185.28072622331837,13.689723694599195,13.689723694599195,0.06880279810517942
527,52162730,10624200323,0,198.97044991791756,185.28072622331837,13.689723694599195,13.689723694599195,0.06880279810517942
528,1022749752,26661432,0,166.48810798653983,89.67406371924338,76.81404426729645,76.81404426729645,0.4613785644888624
529,9755805559,26299410,0,170.63568685260324,4.562014464767174,166.07367238783607,4.562014464767174,0.026735406578272725
530,9823073,370191920,0,276.5034765311992,169.16244942370852,107.3410271074907,107.3410271074907,0.38820859851061906
531,9823073,370191920,0,276.5034765311992,169.16244942370852,107.3410271074907,107.3410271074907,0.38820859851061906
532,9823073,370191920,0,276.5034765311992,169.16244942370852,107.3410271074907,107.3410271074907,0.38820859851061906
533,317020454,317087861,0,34.72359263524663,1.5340322244074216,33.18956041083921,1.5340322244074216,0.04417838443509104
534,26298423,7275677007,0,239.46148567802328,231.6656331722643,7.7958525057589725,7.7958525057589725,0.03255576772058105
535,244449799,9405615106,0,45.40902546161731,0.0,45.40902546161731,0.0,0.0
536,26298423,7275677007,0,239.46148567802328,84.5946420140247,154.86684366399857,84.5946420140247,0.3532703464797238
537,342660331,342660345,0,92.79314954638538,85.0462398220415,7.74690972434388,7.74690972434388,0.08348579353340474
538,6047609609,611055,0,107.88205437288106,86.00526358629304,21.876790786588018,21.876790786588018,0.20278433622494413
