u,v,key,length,accident_count
52050086,8326384271,0,49.66367149872626,0
52162344,52162703,0,49.18053581957075,0
52162344,52162814,0,39.28617903703825,0
52162350,1743296786,0,18.301053030787727,0
52162703,52162344,0,49.18053581957075,0
52162730,10624200323,0,198.78327278634558,4
52162730,52163767,0,127.5859964781919,0
52162805,13025664346,0,303.4766928891145,2
52163767,358204009,0,459.3510913524298,6
52167239,1600452710,0,9.459616784935863,0
52167239,342660306,0,87.481879978318,2
52167301,1600452710,0,98.39630970298356,0
52167301,342660306,0,26.43651739044755,0
52167520,1743296800,0,20.898337214069294,0
52167543,52167611,0,21.09953070433735,0
52167543,1743296800,0,2.931200761497125,0
52167543,52167573,0,120.48629406234562,0
52167573,304904907,0,30.601645007583734,0
52167573,52167543,0,120.48629406234562,0
52167573,52350418,0,34.09279755644157,0
52167611,26298434,0,8.773072472401315,0
52167611,52167543,0,21.09953070433735,0
52167611,304904907,0,132.92081814707944,0
52167638,52167239,0,203.5237206461513,1
52167638,342660357,0,20.62699827082741,1
52350418,52167573,0,34.09279755644157,0
52350418,52350420,0,86.80644405130931,0
52350420,52351599,0,3.3496969063424555,0
52350420,304904904,0,41.92427763097761,0
52350425,52351597,0,5.923358280563039,1
52350425,52162805,0,18.67110565656697,0
52350428,1743296736,0,44.64009043103816,4
52350428,4621501025,0,54.46551249909805,0
52351597,52162805,0,19.157165208172735,4
52351597,1743296708,0,23.894325976312523,2
52351599,52162805,0,33.3590410427461,1
52351599,52350425,0,32.02520076889765,0
244449799,9405615106,0,45.27919351361295,12
247352905,1600382025,0,31.60561484051162,0
247352905,26298479,0,61.892344575834834,0
249203218,317032945,0,29.754093415705736,0
249813619,26298445,0,103.48742215979118,4
249813619,395471672,0,33.78166753409178,0
250214013,340480304,0,211.2654381293876,3
301688528,9755805559,0,61.33221890048015,14
301688528,9319419235,0,144.30974828451104,34
301689321,26300437,0,164.68144005287118,12
304904904,26298435,0,150.97882823574807,1
304904904,52350420,0,41.92427763097761,0
304904904,304904907,0,49.79392457069152,0
304904907,52167573,0,30.601645007583734,0
304904907,304904904,0,49.79392457069152,0
304904907,52167611,0,132.92081814707944,0
316814359,316814363,0,63.946624274150665,0
316814359,316814429,0,85.22872375641296,0
316814363,8173378050,0,9.98114776703557,0
316814373,6047609609,0,9.8634055493817,0
316814373,6047609627,0,39.841526739541635,0
316814426,316814429,0,80.59149081523762,0
316814426,12209100237,0,7.594561587380053,0
316814426,317036512,0,45.610688714746985,0
316814429,10291732457,0,167.62073161265536,0
316814429,316814359,0,85.22872375641296,2
317020298,317020319,0,14.573260292416855,0
317020298,317020306,0,46.26818364535247,0
317020298,9235707993,0,43.58395258794314,0
317020306,317020310,0,52.57731458867812,0
317020306,317020308,0,26.840854892920234,0
317020306,317020298,0,46.26818364535247,0
317020308,317020306,0,26.840854892920234,0
317020310,317020306,0,52.57731458867812,0
317020310,317020317,0,24.54808713972843,0
317020310,317020314,0,47.7977491423915,0
