dataset,run,step,susceptible,infected,recovered
BOT_REQUESTS,190,3,458,57,4
BOT_REQUESTS,190,4,302,207,10
BOT_REQUESTS,190,5,182,258,79
BOT_REQUESTS,190,6,138,220,161
BOT_REQUESTS,191,0,517,2,0
BOT_REQUESTS,191,1,515,2,2
BOT_REQUESTS,191,2,506,10,3
BOT_REQUESTS,191,3,432,81,6
BOT_REQUESTS,191,4,283,201,35
BOT_REQUESTS,191,5,209,217,93
BOT_REQUESTS,191,6,165,208,146
BOT_REQUESTS,192,0,517,2,0
BOT_REQUESTS,192,1,517,2,0
BOT_REQUESTS,192,2,517,1,1
BOT_REQUESTS,192,3,517,1,1
BOT_REQUESTS,192,4,516,2,1
BOT_REQUESTS,192,5,516,0,3
BOT_REQUESTS,192,6,516,0,3
BOT_REQUESTS,193,0,517,2,0
BOT_REQUESTS,193,1,516,1,2
BOT_REQUESTS,193,2,506,10,3
BOT_REQUESTS,193,3,395,118,6
BOT_REQUESTS,193,4,262,217,40
BOT_REQUESTS,193,5,191,218,110
BOT_REQUESTS,193,6,153,184,182
BOT_REQUESTS,194,0,517,2,0
BOT_REQUESTS,194,1,516,3,0
BOT_REQUESTS,194,2,514,5,0
BOT_REQUESTS,194,3,492,26,1
BOT_REQUESTS,194,4,336,176,7
BOT_REQUESTS,194,5,243,210,66
BOT_REQUESTS,194,6,188,199,132
BOT_REQUESTS,195,0,517,2,0
BOT_REQUESTS,195,1,517,2,0
BOT_REQUESTS,195,2,517,1,1
BOT_REQUESTS,195,3,517,1,1
BOT_REQUESTS,195,4,517,1,1
BOT_REQUESTS,195,5,517,0,2
BOT_REQUESTS,195,6,517,0,2
BOT_REQUESTS,196,0,517,2,0
BOT_REQUESTS,196,1,517,1,1
BOT_REQUESTS,196,2,517,1,1
BOT_REQUESTS,196,3,517,1,1
BOT_REQUESTS,196,4,517,1,1
BOT_REQUESTS,196,5,516,1,2
BOT_REQUESTS,196,6,516,0,3
BOT_REQUESTS,197,0,517,2,0
BOT_REQUESTS,197,1,516,2,1
BOT_REQUESTS,197,2,513,4,2
BOT_REQUESTS,197,3,493,22,4
BOT_REQUESTS,197,4,372,134,13
BOT_REQUESTS,197,5,238,222,59
BOT_REQUESTS,197,6,179,212,128
BOT_REQUESTS,198,0,517,2,0
BOT_REQUESTS,198,1,517,1,1
BOT_REQUESTS,198,2,517,1,1
BOT_REQUESTS,198,3,517,1,1
BOT_REQUESTS,198,4,516,1,2
BOT_REQUESTS,198,5,514,3,2
BOT_REQUESTS,198,6,506,10,3
BOT_REQUESTS,199,0,517,2,0
BOT_REQUESTS,199,1,516,2,1
BOT_REQUESTS,199,2,510,7,2
BOT_REQUESTS,199,3,488,28,3
BOT_REQUESTS,199,4,336,169,14
BOT_REQUESTS,199,5,237,207,75
BOT_REQUESTS,199,6,187,200,132
BOT_REQUESTS,200,0,517,2,0
BOT_REQUESTS,200,1,517,2,0
BOT_REQUESTS,200,2,516,3,0
BOT_REQUESTS,200,3,514,4,1
BOT_REQUESTS,200,4,493,23,3
BOT_REQUESTS,200,5,349,164,6
BOT_REQUESTS,200,6,230,219,70
BOT_REQUESTS,201,0,517,2,0
BOT_REQUESTS,201,1,515,3,1
BOT_REQUESTS,201,2,508,9,2
BOT_REQUESTS,201,3,412,103,4
BOT_REQUESTS,201,4,267,215,37
BOT_REQUESTS,201,5,191,227,101
BOT_REQUESTS,201,6,156,204,159
BOT_REQUESTS,202,0,517,2,0
BOT_REQUESTS,202,1,516,3,0
BOT_REQUESTS,202,2,513,5,1
BOT_REQUESTS,202,3,450,67,2
BOT_REQUESTS,202,4,275,224,20
BOT_REQUESTS,202,5,188,230,101
BOT_REQUESTS,202,6,160,187,172
BOT_REQUESTS,203,0,517,2,0
BOT_REQUESTS,203,1,517,2,0
BOT_REQUESTS,203,2,513,5,1
BOT_REQUESTS,203,3,497,19,3
BOT_REQUESTS,203,4,385,127,7
BOT_REQUESTS,203,5,258,221,40
BOT_REQUESTS,203,6,200,223,96
BOT_REQUESTS,204,0,517,2,0
BOT_REQUESTS,204,1,517,2,0
BOT_REQUESTS,204,2,517,2,0
BOT_REQUESTS,204,3,514,5,0
BOT_REQUESTS,204,4,509,9,1
BOT_REQUESTS,204,5,415,99,5
BOT_REQUESTS,204,6,258,215,46
BOT_REQUESTS,205,0,517,2,0
BOT_REQUESTS,205,1,516,2,1
BOT_REQUESTS,205,2,501,17,1
BOT_REQUESTS,205,3,400,110,9
BOT_REQUESTS,205,4,246,234,39
BOT_REQUESTS,205,5,183,219,117
BOT_REQUESTS,205,6,150,189,180
BOT_REQUESTS,206,0,517,2,0
BOT_REQUESTS,206,1,514,4,1
BOT_REQUESTS,206,2,506,12,1
BOT_REQUESTS,206,3,405,109,5
BOT_REQUESTS,206,4,239,245,35
BOT_REQUESTS,206,5,175,230,114
BOT_REQUESTS,206,6,133,201,185
BOT_REQUESTS,207,0,517,2,0
BOT_REQUESTS,207,1,517,2,0
BOT_REQUESTS,207,2,515,4,0
BOT_REQUESTS,207,3,487,31,1
BOT_REQUESTS,207,4,343,167,9
BOT_REQUESTS,207,5,227,222,70
BOT_REQUESTS,207,6,160,227,132
BOT_REQUESTS,208,0,517,2,0
BOT_REQUESTS,208,1,516,3,0
BOT_REQUESTS,208,2,513,5,1
BOT_REQUESTS,208,3,498,20,1
BOT_REQUESTS,208,4,445,65,9
BOT_REQUESTS,208,5,291,199,29
BOT_REQUESTS,208,6,207,213,99
BOT_REQUESTS,209,0,517,2,0
BOT_REQUESTS,209,1,516,2,1
BOT_REQUESTS,209,2,513,4,2
BOT_REQUESTS,209,3,431,86,2
BOT_REQUESTS,209,4,245,245,29
BOT_REQUESTS,209,5,174,250,95
BOT_REQUESTS,209,6,143,204,172
BOT_REQUESTS,210,0,517,2,0
BOT_REQUESTS,210,1,516,2,1
BOT_REQUESTS,210,2,516,1,2
BOT_REQUESTS,210,3,516,1,2
BOT_REQUESTS,210,4,516,0,3
BOT_REQUESTS,210,5,516,0,3
BOT_REQUESTS,210,6,516,0,3
BOT_REQUESTS,211,0,517,2,0
BOT_REQUESTS,211,1,516,1,2
BOT_REQUESTS,211,2,514,2,3
BOT_REQUESTS,211,3,504,12,3
BOT_REQUESTS,211,4,437,76,6
BOT_REQUESTS,211,5,282,207,30
BOT_REQUESTS,211,6,198,236,85
BOT_REQUESTS,212,0,517,2,0
BOT_REQUESTS,212,1,515,3,1
BOT_REQUESTS,212,2,508,9,2
BOT_REQUESTS,212,3,443,72,4
BOT_REQUESTS,212,4,259,237,23
BOT_REQUESTS,212,5,161,259,99
BOT_REQUESTS,212,6,129,215,175
BOT_REQUESTS,213,0,517,2,0
BOT_REQUESTS,213,1,517,2,0
BOT_REQUESTS,213,2,516,2,1
BOT_REQUESTS,213,3,502,16,1
BOT_REQUESTS,213,4,425,87,7
BOT_REQUESTS,213,5,291,193,35
BOT_REQUESTS,213,6,203,225,91
BOT_REQUESTS,214,0,517,2,0
BOT_REQUESTS,214,1,515,4,0
BOT_REQUESTS,214,2,503,15,1
BOT_REQUESTS,214,3,441,68,10
BOT_REQUESTS,214,4,300,182,37
BOT_REQUESTS,214,5,207,216,96
BOT_REQUESTS,214,6,167,194,158
BOT_REQUESTS,215,0,517,2,0
BOT_REQUESTS,215,1,516,3,0
BOT_REQUESTS,215,2,510,9,0
BOT_REQUESTS,215,3,445,73,1
BOT_REQUESTS,215,4,263,228,28
BOT_REQUESTS,215,5,172,244,103
BOT_REQUESTS,215,6,129,219,171
BOT_REQUESTS,216,0,517,2,0
BOT_REQUESTS,216,1,516,2,1
BOT_REQUESTS,216,2,510,7,2
BOT_REQUESTS,216,3,473,42,4
BOT_REQUESTS,216,4,316,182,21
BOT_REQUESTS,216,5,221,216,82
BOT_REQUESTS,216,6,177,194,148
BOT_REQUESTS,217,0,517,2,0
BOT_REQUESTS,217,1,517,2,0
BOT_REQUESTS,217,2,517,2,0
BOT_REQUESTS,217,3,517,2,0
BOT_REQUESTS,217,4,516,2,1
BOT_REQUESTS,217,5,508,9,2
BOT_REQUESTS,217,6,468,47,4
BOT_REQUESTS,218,0,517,2,0
BOT_REQUESTS,218,1,515,4,0
BOT_REQUESTS,218,2,496,22,1
BOT_REQUESTS,218,3,410,106,3
BOT_REQUESTS,218,4,255,227,37
BOT_REQUESTS,218,5,199,208,112
BOT_REQUESTS,218,6,164,186,169
BOT_REQUESTS,219,0,517,2,0
BOT_REQUESTS,219,1,517,2,0
BOT_REQUESTS,219,2,517,2,0
BOT_REQUESTS,219,3,517,2,0
BOT_REQUESTS,219,4,515,2,2
BOT_REQUESTS,219,5,511,5,3
BOT_REQUESTS,219,6,498,16,5
BOT_REQUESTS,220,0,517,2,0
BOT_REQUESTS,220,1,517,1,1
BOT_REQUESTS,220,2,516,1,2
BOT_REQUESTS,220,3,502,15,2
BOT_REQUESTS,220,4,414,98,7
BOT_REQUESTS,220,5,252,231,36
BOT_REQUESTS,220,6,158,265,96
BOT_REQUESTS,221,0,517,2,0
BOT_REQUESTS,221,1,513,5,1
BOT_REQUESTS,221,2,498,19,2
BOT_REQUESTS,221,3,349,162,8
BOT_REQUESTS,221,4,231,234,54
BOT_REQUESTS,221,5,171,215,133
BOT_REQUESTS,221,6,145,181,193
BOT_REQUESTS,222,0,517,2,0
BOT_REQUESTS,222,1,515,4,0
BOT_REQUESTS,222,2,509,7,3
BOT_REQUESTS,222,3,496,18,5
BOT_REQUESTS,222,4,405,104,10
BOT_REQUESTS,222,5,241,245,33
BOT_REQUESTS,222,6,173,232,114
BOT_REQUESTS,223,0,517,2,0
BOT_REQUESTS,223,1,516,3,0
BOT_REQUESTS,223,2,510,8,1
BOT_REQUESTS,223,3,484,32,3
BOT_REQUESTS,223,4,357,150,12
BOT_REQUESTS,223,5,245,220,54
BOT_REQUESTS,223,6,179,215,125
BOT_REQUESTS,224,0,517,2,0
BOT_REQUESTS,224,1,517,2,0
BOT_REQUESTS,224,2,517,2,0
BOT_REQUESTS,224,3,517,2,0
BOT_REQUESTS,224,4,515,4,0
BOT_REQUESTS,224,5,505,13,1
BOT_REQUESTS,224,6,443,72,4
BOT_REQUESTS,225,0,517,2,0
BOT_REQUESTS,225,1,514,4,1
BOT_REQUESTS,225,2,489,28,2
BOT_REQUESTS,225,3,381,129,9
BOT_REQUESTS,225,4,241,235,43
BOT_REQUESTS,225,5,172,226,121
BOT_REQUESTS,225,6,140,187,192
BOT_REQUESTS,226,0,517,2,0
BOT_REQUESTS,226,1,516,3,0
BOT_REQUESTS,226,2,511,7,1
BOT_REQUESTS,226,3,445,72,2
BOT_REQUESTS,226,4,274,224,21
BOT_REQUESTS,226,5,208,216,95
BOT_REQUESTS,226,6,179,190,150
BOT_REQUESTS,227,0,517,2,0
BOT_REQUESTS,227,1,516,2,1
BOT_REQUESTS,227,2,516,2,1
BOT_REQUESTS,227,3,512,6,1
BOT_REQUESTS,227,4,500,18,1
BOT_REQUESTS,227,5,396,115,8
BOT_REQUESTS,227,6,240,240,39
BOT_REQUESTS,228,0,517,2,0
BOT_REQUESTS,228,1,516,3,0
BOT_REQUESTS,228,2,512,7,0
BOT_REQUESTS,228,3,433,85,1
BOT_REQUESTS,228,4,255,235,29
BOT_REQUESTS,228,5,179,238,102
BOT_REQUESTS,228,6,136,216,167
BOT_REQUESTS,229,0,517,2,0
BOT_REQUESTS,229,1,517,2,0
BOT_REQUESTS,229,2,516,3,0
BOT_REQUESTS,229,3,506,13,0
BOT_REQUESTS,229,4,457,59,3
BOT_REQUESTS,229,5,297,204,18
BOT_REQUESTS,229,6,210,238,71
BOT_REQUESTS,230,0,517,2,0
BOT_REQUESTS,230,1,516,3,0
BOT_REQUESTS,230,2,514,5,0
BOT_REQUESTS,230,3,446,73,0
BOT_REQUESTS,230,4,282,220,17
BOT_REQUESTS,230,5,194,246,79
BOT_REQUESTS,230,6,151,198,170
BOT_REQUESTS,231,0,517,2,0
BOT_REQUESTS,231,1,515,4,0
BOT_REQUESTS,231,2,508,11,0
BOT_REQUESTS,231,3,489,25,5
BOT_REQUESTS,231,4,380,130,9
BOT_REQUESTS,231,5,228,241,50
BOT_REQUESTS,231,6,161,233,125
BOT_REQUESTS,232,0,517,2,0
BOT_REQUESTS,232,1,516,3,0
BOT_REQUESTS,232,2,505,12,2
BOT_REQUESTS,232,3,461,53,5
BOT_REQUESTS,232,4,309,190,20
BOT_REQUESTS,232,5,204,244,71
BOT_REQUESTS,232,6,164,215,140
BOT_REQUESTS,233,0,517,2,0
BOT_REQUESTS,233,1,517,0,2
BOT_REQUESTS,233,2,517,0,2
BOT_REQUESTS,233,3,517,0,2
BOT_REQUESTS,233,4,517,0,2
BOT_REQUESTS,233,5,517,0,2
BOT_REQUESTS,233,6,517,0,2
BOT_REQUESTS,234,0,517,2,0
BOT_REQUESTS,234,1,517,1,1
BOT_REQUESTS,234,2,517,1,1
BOT_REQUESTS,234,3,517,0,2
BOT_REQUESTS,234,4,517,0,2
BOT_REQUESTS,234,5,517,0,2
BOT_REQUESTS,234,6,517,0,2
BOT_REQUESTS,235,0,517,2,0
BOT_REQUESTS,235,1,517,2,0
BOT_REQUESTS,235,2,516,2,1
BOT_REQUESTS,235,3,502,15,2
BOT_REQUESTS,235,4,416,97,6
BOT_REQUESTS,235,5,247,243,29
BOT_REQUESTS,235,6,157,252,110
BOT_REQUESTS,236,0,517,2,0
BOT_REQUESTS,236,1,515,4,0
BOT_REQUESTS,236,2,504,15,0
BOT_REQUESTS,236,3,424,94,1
BOT_REQUESTS,236,4,257,234,28
BOT_REQUESTS,236,5,192,245,82
BOT_REQUESTS,236,6,155,215,149
BOT_REQUESTS,237,0,517,2,0
BOT_REQUESTS,237,1,514,5,0
BOT_REQUESTS,237,2,505,12,2
BOT_REQUESTS,237,3,424,90,5
BOT_REQUESTS,237,4,261,228,30
BOT_REQUESTS,237,5,175,242,102
BOT_REQUESTS,237,6,142,200,177
BOT_REQUESTS,238,0,517,2,0
BOT_REQUESTS,238,1,515,4,0
BOT_REQUESTS,238,2,505,12,2
BOT_REQUESTS,238,3,441,76,2
BOT_REQUESTS,238,4,268,229,22
BOT_REQUESTS,238,5,179,253,87
BOT_REQUESTS,238,6,145,220,154
BOT_REQUESTS,239,0,517,2,0
BOT_REQUESTS,239,1,517,1,1
BOT_REQUESTS,239,2,516,1,2
BOT_REQUESTS,239,3,511,5,3
BOT_REQUESTS,239,4,486,29,4
BOT_REQUESTS,239,5,376,132,11
BOT_REQUESTS,239,6,236,232,51
BOT_REQUESTS,240,0,517,2,0
BOT_REQUESTS,240,1,516,2,1
BOT_REQUESTS,240,2,514,4,1
BOT_REQUESTS,240,3,479,38,2
BOT_REQUESTS,240,4,348,160,11
BOT_REQUESTS,240,5,233,222,64
BOT_REQUESTS,240,6,182,202,135
BOT_REQUESTS,241,0,517,2,0
BOT_REQUESTS,241,1,515,4,0
BOT_REQUESTS,241,2,505,12,2
BOT_REQUESTS,241,3,401,111,7
BOT_REQUESTS,241,4,268,216,35
BOT_REQUESTS,241,5,199,224,96
BOT_REQUESTS,241,6,156,200,163
BOT_REQUESTS,242,0,517,2,0
BOT_REQUESTS,242,1,516,2,1
BOT_REQUESTS,242,2,512,6,1
BOT_REQUESTS,242,3,381,135,3
BOT_REQUESTS,242,4,269,216,34
BOT_REQUESTS,242,5,188,235,96
BOT_REQUESTS,242,6,149,212,158
BOT_REQUESTS,243,0,517,2,0
BOT_REQUESTS,243,1,517,1,1
BOT_REQUESTS,243,2,515,3,1
BOT_REQUESTS,243,3,488,29,2
BOT_REQUESTS,243,4,378,123,18
BOT_REQUESTS,243,5,242,221,56
BOT_REQUESTS,243,6,151,250,118
BOT_REQUESTS,244,0,517,2,0
BOT_REQUESTS,244,1,517,2,0
BOT_REQUESTS,244,2,517,0,2
BOT_REQUESTS,244,3,517,0,2
BOT_REQUESTS,244,4,517,0,2
BOT_REQUESTS,244,5,517,0,2
BOT_REQUESTS,244,6,517,0,2
BOT_REQUESTS,245,0,517,2,0
BOT_REQUESTS,245,1,516,2,1
BOT_REQUESTS,245,2,509,9,1
BOT_REQUESTS,245,3,413,102,4
BOT_REQUESTS,245,4,256,231,32
BOT_REQUESTS,245,5,185,233,101
BOT_REQUESTS,245,6,143,216,160
BOT_REQUESTS,246,0,517,2,0
BOT_REQUESTS,246,1,517,2,0
BOT_REQUESTS,246,2,516,2,1
BOT_REQUESTS,246,3,514,3,2
BOT_REQUESTS,246,4,483,33,3
BOT_REQUESTS,246,5,323,185,11
BOT_REQUESTS,246,6,214,241,64
BOT_REQUESTS,247,0,517,2,0
BOT_REQUESTS,247,1,517,2,0
BOT_REQUESTS,247,2,516,3,0
BOT_REQUESTS,247,3,505,12,2
BOT_REQUESTS,247,4,421,91,7
BOT_REQUESTS,247,5,268,216,35
BOT_REQUESTS,247,6,175,237,107
BOT_REQUESTS,248,0,517,2,0
BOT_REQUESTS,248,1,516,3,0
BOT_REQUESTS,248,2,509,8,2
BOT_REQUESTS,248,3,482,35,2
BOT_REQUESTS,248,4,366,142,11
BOT_REQUESTS,248,5,227,247,45
BOT_REQUESTS,248,6,159,242,118
BOT_REQUESTS,249,0,517,2,0
BOT_REQUESTS,249,1,517,0,2
BOT_REQUESTS,249,2,517,0,2
BOT_REQUESTS,249,3,517,0,2
BOT_REQUESTS,249,4,517,0,2
BOT_REQUESTS,249,5,517,0,2
BOT_REQUESTS,249,6,517,0,2
BOT_REQUESTS,250,0,517,2,0
BOT_REQUESTS,250,1,515,2,2
BOT_REQUESTS,250,2,496,21,2
BOT_REQUESTS,250,3,367,146,6
BOT_REQUESTS,250,4,252,213,54
BOT_REQUESTS,250,5,195,210,114
BOT_REQUESTS,250,6,154,191,174
PROPERTY_PROPOSAL,1,0,3049,2,0
PROPERTY_PROPOSAL,1,1,3048,2,1
PROPERTY_PROPOSAL,1,2,2621,429,1
PROPERTY_PROPOSAL,1,3,1004,1911,136
PROPERTY_PROPOSAL,1,4,529,1817,705
PROPERTY_PROPOSAL,1,5,367,1455,1229
PROPERTY_PROPOSAL,1,6,318,1057,1676
PROPERTY_PROPOSAL,2,0,3049,2,0
PROPERTY_PROPOSAL,2,1,3046,4,1
PROPERTY_PROPOSAL,2,2,2850,197,4
PROPERTY_PROPOSAL,2,3,1196,1789,66
PROPERTY_PROPOSAL,2,4,594,1870,587
PROPERTY_PROPOSAL,2,5,411,1456,1184
PROPERTY_PROPOSAL,2,6,340,1064,1647
PROPERTY_PROPOSAL,3,0,3049,2,0
PROPERTY_PROPOSAL,3,1,3049,1,1
PROPERTY_PROPOSAL,3,2,3049,1,1
PROPERTY_PROPOSAL,3,3,3049,0,2
PROPERTY_PROPOSAL,3,4,3049,0,2
PROPERTY_PROPOSAL,3,5,3049,0,2
PROPERTY_PROPOSAL,3,6,3049,0,2
PROPERTY_PROPOSAL,4,0,3049,2,0
PROPERTY_PROPOSAL,4,1,3047,4,0
PROPERTY_PROPOSAL,4,2,2459,591,1
PROPERTY_PROPOSAL,4,3,945,1927,179
PROPERTY_PROPOSAL,4,4,529,1747,775
PROPERTY_PROPOSAL,4,5,394,1346,1311
PROPERTY_PROPOSAL,4,6,311,1013,1727
PROPERTY_PROPOSAL,5,0,3049,2,0
PROPERTY_PROPOSAL,5,1,3045,5,1
PROPERTY_PROPOSAL,5,2,2255,793,3
PROPERTY_PROPOSAL,5,3,918,1921,212
PROPERTY_PROPOSAL,5,4,572,1696,783
PROPERTY_PROPOSAL,5,5,431,1341,1279
PROPERTY_PROPOSAL,5,6,368,1007,1676
PROPERTY_PROPOSAL,6,0,3049,2,0
PROPERTY_PROPOSAL,6,1,3046,5,0
PROPERTY_PROPOSAL,6,2,2579,470,2
PROPERTY_PROPOSAL,6,3,991,1939,121
PROPERTY_PROPOSAL,6,4,482,1838,731
PROPERTY_PROPOSAL,6,5,316,1466,1269
PROPERTY_PROPOSAL,6,6,255,1089,1707
PROPERTY_PROPOSAL,7,0,3049,2,0
PROPERTY_PROPOSAL,7,1,3047,3,1
PROPERTY_PROPOSAL,7,2,2825,223,3
PROPERTY_PROPOSAL,7,3,1159,1815,77
PROPERTY_PROPOSAL,7,4,608,1831,612
PROPERTY_PROPOSAL,7,5,409,1519,1123
PROPERTY_PROPOSAL,7,6,318,1152,1581
PROPERTY_PROPOSAL,8,0,3049,2,0
PROPERTY_PROPOSAL,8,1,3048,2,1
PROPERTY_PROPOSAL,8,2,2957,93,1
PROPERTY_PROPOSAL,8,3,1369,1654,28
PROPERTY_PROPOSAL,8,4,644,1890,517
PROPERTY_PROPOSAL,8,5,414,1567,1070
PROPERTY_PROPOSAL,8,6,323,1173,1555
PROPERTY_PROPOSAL,9,0,3049,2,0
PROPERTY_PROPOSAL,9,1,3049,2,0
PROPERTY_PROPOSAL,9,2,3046,5,0
PROPERTY_PROPOSAL,9,3,2330,720,1
PROPERTY_PROPOSAL,9,4,973,1878,200
PROPERTY_PROPOSAL,9,5,543,1750,758
PROPERTY_PROPOSAL,9,6,413,1350,1288
PROPERTY_PROPOSAL,10,0,3049,2,0
PROPERTY_PROPOSAL,10,1,3047,4,0
PROPERTY_PROPOSAL,10,2,2611,440,0
PROPERTY_PROPOSAL,10,3,1021,1900,130
PROPERTY_PROPOSAL,10,4,579,1791,681
PROPERTY_PROPOSAL,10,5,424,1380,1247
PROPERTY_PROPOSAL,10,6,335,1045,1671
PROPERTY_PROPOSAL,11,0,3049,2,0
PROPERTY_PROPOSAL,11,1,3045,5,1
PROPERTY_PROPOSAL,11,2,2358,691,2
PROPERTY_PROPOSAL,11,3,923,1926,202
PROPERTY_PROPOSAL,11,4,513,1769,769
PROPERTY_PROPOSAL,11,5,369,1428,1254
PROPERTY_PROPOSAL,11,6,287,1077,1687
PROPERTY_PROPOSAL,12,0,3049,2,0
PROPERTY_PROPOSAL,12,1,3049,1,1
PROPERTY_PROPOSAL,12,2,3049,1,1
PROPERTY_PROPOSAL,12,3,3048,1,2
PROPERTY_PROPOSAL,12,4,2646,403,2
PROPERTY_PROPOSAL,12,5,1015,1905,131
PROPERTY_PROPOSAL,12,6,582,1781,688
PROPERTY_PROPOSAL,13,0,3049,2,0
PROPERTY_PROPOSAL,13,1,3045,6,0
PROPERTY_PROPOSAL,13,2,2295,754,2
PROPERTY_PROPOSAL,13,3,881,1939,231
PROPERTY_PROPOSAL,13,4,507,1733,811
PROPERTY_PROPOSAL,13,5,406,1302,1343
PROPERTY_PROPOSAL,13,6,356,962,1733
PROPERTY_PROPOSAL,14,0,3049,2,0
PROPERTY_PROPOSAL,14,1,3046,5,0
PROPERTY_PROPOSAL,14,2,2219,830,2
PROPERTY_PROPOSAL,14,3,849,1949,253
PROPERTY_PROPOSAL,14,4,475,1736,840
PROPERTY_PROPOSAL,14,5,330,1373,1348
PROPERTY_PROPOSAL,14,6,271,1013,1767
PROPERTY_PROPOSAL,15,0,3049,2,0
PROPERTY_PROPOSAL,15,1,3046,5,0
PROPERTY_PROPOSAL,15,2,2762,287,2
PROPERTY_PROPOSAL,15,3,1052,1915,84
PROPERTY_PROPOSAL,15,4,552,1851,648
PROPERTY_PROPOSAL,15,5,380,1486,1185
PROPERTY_PROPOSAL,15,6,295,1130,1626
PROPERTY_PROPOSAL,16,0,3049,2,0
PROPERTY_PROPOSAL,16,1,3049,0,2
PROPERTY_PROPOSAL,16,2,3049,0,2
PROPERTY_PROPOSAL,16,3,3049,0,2
PROPERTY_PROPOSAL,16,4,3049,0,2
PROPERTY_PROPOSAL,16,5,3049,0,2
PROPERTY_PROPOSAL,16,6,3049,0,2
PROPERTY_PROPOSAL,17,0,3049,2,0
PROPERTY_PROPOSAL,17,1,3049,1,1
PROPERTY_PROPOSAL,17,2,3048,2,1
PROPERTY_PROPOSAL,17,3,2626,424,1
PROPERTY_PROPOSAL,17,4,1012,1919,120
PROPERTY_PROPOSAL,17,5,535,1837,679
PROPERTY_PROPOSAL,17,6,351,1472,1228
PROPERTY_PROPOSAL,18,0,3049,2,0
PROPERTY_PROPOSAL,18,1,3046,5,0
PROPERTY_PROPOSAL,18,2,2440,609,2
PROPERTY_PROPOSAL,18,3,956,1916,179
PROPERTY_PROPOSAL,18,4,514,1798,739
PROPERTY_PROPOSAL,18,5,365,1419,1267
PROPERTY_PROPOSAL,18,6,287,1057,1707
PROPERTY_PROPOSAL,19,0,3049,2,0
PROPERTY_PROPOSAL,19,1,3044,7,0
PROPERTY_PROPOSAL,19,2,2237,812,2
PROPERTY_PROPOSAL,19,3,859,1943,249
PROPERTY_PROPOSAL,19,4,511,1688,852
PROPERTY_PROPOSAL,19,5,367,1306,1378
PROPERTY_PROPOSAL,19,6,301,960,1790
PROPERTY_PROPOSAL,20,0,3049,2,0
PROPERTY_PROPOSAL,20,1,3047,3,1
PROPERTY_PROPOSAL,20,2,2576,474,1
PROPERTY_PROPOSAL,20,3,999,1895,157
PROPERTY_PROPOSAL,20,4,550,1781,720
PROPERTY_PROPOSAL,20,5,399,1376,1276
PROPERTY_PROPOSAL,20,6,337,1054,1660
PROPERTY_PROPOSAL,21,0,3049,2,0
PROPERTY_PROPOSAL,21,1,3048,3,0
PROPERTY_PROPOSAL,21,2,2669,382,0
PROPERTY_PROPOSAL,21,3,1039,1895,117
PROPERTY_PROPOSAL,21,4,505,1902,644
PROPERTY_PROPOSAL,21,5,321,1527,1203
PROPERTY_PROPOSAL,21,6,248,1164,1639
PROPERTY_PROPOSAL,22,0,3049,2,0
PROPERTY_PROPOSAL,22,1,3048,3,0
PROPERTY_PROPOSAL,22,2,2877,173,1
PROPERTY_PROPOSAL,22,3,1291,1713,47
PROPERTY_PROPOSAL,22,4,597,1882,572
PROPERTY_PROPOSAL,22,5,380,1526,1145
PROPERTY_PROPOSAL,22,6,298,1125,1628
PROPERTY_PROPOSAL,23,0,3049,2,0
PROPERTY_PROPOSAL,23,1,3049,1,1
PROPERTY_PROPOSAL,23,2,3046,4,1
PROPERTY_PROPOSAL,23,3,2508,541,2
PROPERTY_PROPOSAL,23,4,1033,1865,153
PROPERTY_PROPOSAL,23,5,515,1819,717
PROPERTY_PROPOSAL,23,6,357,1445,1249
PROPERTY_PROPOSAL,24,0,3049,2,0
PROPERTY_PROPOSAL,24,1,3045,6,0
PROPERTY_PROPOSAL,24,2,2527,523,1
PROPERTY_PROPOSAL,24,3,983,1921,147
PROPERTY_PROPOSAL,24,4,527,1800,724
PROPERTY_PROPOSAL,24,5,389,1385,1277
PROPERTY_PROPOSAL,24,6,314,1044,1693
PROPERTY_PROPOSAL,25,0,3049,2,0
PROPERTY_PROPOSAL,25,1,3047,4,0
PROPERTY_PROPOSAL,25,2,2556,494,1
PROPERTY_PROPOSAL,25,3,976,1916,159
PROPERTY_PROPOSAL,25,4,520,1834,697
PROPERTY_PROPOSAL,25,5,362,1449,1240
PROPERTY_PROPOSAL,25,6,307,1073,1671
PROPERTY_PROPOSAL,26,0,3049,2,0
PROPERTY_PROPOSAL,26,1,3046,4,1
PROPERTY_PROPOSAL,26,2,2387,661,3
PROPERTY_PROPOSAL,26,3,942,1913,196
PROPERTY_PROPOSAL,26,4,508,1762,781
PROPERTY_PROPOSAL,26,5,368,1382,1301
PROPERTY_PROPOSAL,26,6,306,1021,1724
PROPERTY_PROPOSAL,27,0,3049,2,0
PROPERTY_PROPOSAL,27,1,3047,3,1
PROPERTY_PROPOSAL,27,2,2600,449,2
PROPERTY_PROPOSAL,27,3,1028,1880,143
PROPERTY_PROPOSAL,27,4,546,1754,751
PROPERTY_PROPOSAL,27,5,383,1398,1270
PROPERTY_PROPOSAL,27,6,291,1068,1692
PROPERTY_PROPOSAL,28,0,3049,2,0
PROPERTY_PROPOSAL,28,1,3049,0,2
PROPERTY_PROPOSAL,28,2,3049,0,2
PROPERTY_PROPOSAL,28,3,3049,0,2
