dataset,run,step,susceptible,infected,recovered
BOT_REQUESTS,95,3,418,96,5
BOT_REQUESTS,95,4,259,226,34
BOT_REQUESTS,95,5,198,222,99
BOT_REQUESTS,95,6,167,186,166
BOT_REQUESTS,96,0,517,2,0
BOT_REQUESTS,96,1,517,1,1
BOT_REQUESTS,96,2,516,1,2
BOT_REQUESTS,96,3,515,2,2
BOT_REQUESTS,96,4,453,63,3
BOT_REQUESTS,96,5,289,206,24
BOT_REQUESTS,96,6,205,237,77
BOT_REQUESTS,97,0,517,2,0
BOT_REQUESTS,97,1,517,1,1
BOT_REQUESTS,97,2,517,0,2
BOT_REQUESTS,97,3,517,0,2
BOT_REQUESTS,97,4,517,0,2
BOT_REQUESTS,97,5,517,0,2
BOT_REQUESTS,97,6,517,0,2
BOT_REQUESTS,98,0,517,2,0
BOT_REQUESTS,98,1,516,2,1
BOT_REQUESTS,98,2,510,8,1
BOT_REQUESTS,98,3,483,34,2
BOT_REQUESTS,98,4,337,169,13
BOT_REQUESTS,98,5,218,240,61
BOT_REQUESTS,98,6,162,225,132
BOT_REQUESTS,99,0,517,2,0
BOT_REQUESTS,99,1,517,1,1
BOT_REQUESTS,99,2,517,0,2
BOT_REQUESTS,99,3,517,0,2
BOT_REQUESTS,99,4,517,0,2
BOT_REQUESTS,99,5,517,0,2
BOT_REQUESTS,99,6,517,0,2
BOT_REQUESTS,100,0,517,2,0
BOT_REQUESTS,100,1,515,3,1
BOT_REQUESTS,100,2,504,13,2
BOT_REQUESTS,100,3,436,75,8
BOT_REQUESTS,100,4,273,213,33
BOT_REQUESTS,100,5,215,207,97
BOT_REQUESTS,100,6,182,173,164
BOT_REQUESTS,101,0,517,2,0
BOT_REQUESTS,101,1,516,2,1
BOT_REQUESTS,101,2,512,6,1
BOT_REQUESTS,101,3,478,38,3
BOT_REQUESTS,101,4,338,168,13
BOT_REQUESTS,101,5,214,240,65
BOT_REQUESTS,101,6,156,217,146
BOT_REQUESTS,102,0,517,2,0
BOT_REQUESTS,102,1,516,3,0
BOT_REQUESTS,102,2,513,4,2
BOT_REQUESTS,102,3,505,11,3
BOT_REQUESTS,102,4,473,39,7
BOT_REQUESTS,102,5,313,190,16
BOT_REQUESTS,102,6,213,249,57
BOT_REQUESTS,103,0,517,2,0
BOT_REQUESTS,103,1,517,2,0
BOT_REQUESTS,103,2,516,3,0
BOT_REQUESTS,103,3,510,8,1
BOT_REQUESTS,103,4,460,57,2
BOT_REQUESTS,103,5,296,200,23
BOT_REQUESTS,103,6,214,216,89
BOT_REQUESTS,104,0,517,2,0
BOT_REQUESTS,104,1,517,2,0
BOT_REQUESTS,104,2,515,4,0
BOT_REQUESTS,104,3,505,13,1
BOT_REQUESTS,104,4,447,68,4
BOT_REQUESTS,104,5,273,222,24
BOT_REQUESTS,104,6,192,229,98
BOT_REQUESTS,105,0,517,2,0
BOT_REQUESTS,105,1,516,3,0
BOT_REQUESTS,105,2,513,6,0
BOT_REQUESTS,105,3,477,41,1
BOT_REQUESTS,105,4,312,188,19
BOT_REQUESTS,105,5,207,244,68
BOT_REQUESTS,105,6,157,220,142
BOT_REQUESTS,106,0,517,2,0
BOT_REQUESTS,106,1,513,5,1
BOT_REQUESTS,106,2,487,29,3
BOT_REQUESTS,106,3,363,142,14
BOT_REQUESTS,106,4,233,232,54
BOT_REQUESTS,106,5,184,210,125
BOT_REQUESTS,106,6,150,180,189
BOT_REQUESTS,107,0,517,2,0
BOT_REQUESTS,107,1,514,4,1
BOT_REQUESTS,107,2,497,17,5
BOT_REQUESTS,107,3,404,105,10
BOT_REQUESTS,107,4,248,227,44
BOT_REQUESTS,107,5,162,244,113
BOT_REQUESTS,107,6,136,179,204
BOT_REQUESTS,108,0,517,2,0
BOT_REQUESTS,108,1,516,3,0
BOT_REQUESTS,108,2,507,11,1
BOT_REQUESTS,108,3,430,81,8
BOT_REQUESTS,108,4,296,197,26
BOT_REQUESTS,108,5,203,232,84
BOT_REQUESTS,108,6,157,208,154
BOT_REQUESTS,109,0,517,2,0
BOT_REQUESTS,109,1,517,1,1
BOT_REQUESTS,109,2,517,1,1
BOT_REQUESTS,109,3,517,1,1
BOT_REQUESTS,109,4,517,1,1
BOT_REQUESTS,109,5,517,1,1
BOT_REQUESTS,109,6,517,0,2
BOT_REQUESTS,110,0,517,2,0
BOT_REQUESTS,110,1,514,5,0
BOT_REQUESTS,110,2,499,19,1
BOT_REQUESTS,110,3,395,119,5
BOT_REQUESTS,110,4,248,226,45
BOT_REQUESTS,110,5,196,212,111
BOT_REQUESTS,110,6,158,184,177
BOT_REQUESTS,111,0,517,2,0
BOT_REQUESTS,111,1,516,3,0
BOT_REQUESTS,111,2,512,5,2
BOT_REQUESTS,111,3,503,13,3
BOT_REQUESTS,111,4,446,68,5
BOT_REQUESTS,111,5,300,187,32
BOT_REQUESTS,111,6,197,218,104
BOT_REQUESTS,112,0,517,2,0
BOT_REQUESTS,112,1,517,2,0
BOT_REQUESTS,112,2,516,2,1
BOT_REQUESTS,112,3,507,10,2
BOT_REQUESTS,112,4,473,43,3
BOT_REQUESTS,112,5,398,106,15
BOT_REQUESTS,112,6,246,228,45
BOT_REQUESTS,113,0,517,2,0
BOT_REQUESTS,113,1,516,2,1
BOT_REQUESTS,113,2,499,18,2
BOT_REQUESTS,113,3,402,110,7
BOT_REQUESTS,113,4,233,240,46
BOT_REQUESTS,113,5,167,232,120
BOT_REQUESTS,113,6,131,194,194
BOT_REQUESTS,114,0,517,2,0
BOT_REQUESTS,114,1,517,2,0
BOT_REQUESTS,114,2,516,3,0
BOT_REQUESTS,114,3,513,5,1
BOT_REQUESTS,114,4,488,29,2
BOT_REQUESTS,114,5,337,173,9
BOT_REQUESTS,114,6,212,241,66
BOT_REQUESTS,115,0,517,2,0
BOT_REQUESTS,115,1,515,3,1
BOT_REQUESTS,115,2,500,17,2
BOT_REQUESTS,115,3,380,130,9
BOT_REQUESTS,115,4,268,209,42
BOT_REQUESTS,115,5,198,197,124
BOT_REQUESTS,115,6,178,144,197
BOT_REQUESTS,116,0,517,2,0
BOT_REQUESTS,116,1,517,2,0
BOT_REQUESTS,116,2,516,2,1
BOT_REQUESTS,116,3,509,8,2
BOT_REQUESTS,116,4,463,50,6
BOT_REQUESTS,116,5,306,190,23
BOT_REQUESTS,116,6,202,239,78
BOT_REQUESTS,117,0,517,2,0
BOT_REQUESTS,117,1,515,3,1
BOT_REQUESTS,117,2,503,14,2
BOT_REQUESTS,117,3,470,45,4
BOT_REQUESTS,117,4,330,169,20
BOT_REQUESTS,117,5,230,215,74
BOT_REQUESTS,117,6,180,198,141
BOT_REQUESTS,118,0,517,2,0
BOT_REQUESTS,118,1,515,2,2
BOT_REQUESTS,118,2,506,11,2
BOT_REQUESTS,118,3,433,79,7
BOT_REQUESTS,118,4,295,198,26
BOT_REQUESTS,118,5,198,238,83
BOT_REQUESTS,118,6,158,199,162
BOT_REQUESTS,119,0,517,2,0
BOT_REQUESTS,119,1,516,3,0
BOT_REQUESTS,119,2,508,9,2
BOT_REQUESTS,119,3,427,86,6
BOT_REQUESTS,119,4,276,201,42
BOT_REQUESTS,119,5,189,212,118
BOT_REQUESTS,119,6,157,178,184
BOT_REQUESTS,120,0,517,2,0
BOT_REQUESTS,120,1,516,2,1
BOT_REQUESTS,120,2,512,5,2
BOT_REQUESTS,120,3,501,14,4
BOT_REQUESTS,120,4,422,88,9
BOT_REQUESTS,120,5,253,226,40
BOT_REQUESTS,120,6,164,243,112
BOT_REQUESTS,121,0,517,2,0
BOT_REQUESTS,121,1,516,2,1
BOT_REQUESTS,121,2,514,4,1
BOT_REQUESTS,121,3,501,16,2
BOT_REQUESTS,121,4,355,161,3
BOT_REQUESTS,121,5,234,229,56
BOT_REQUESTS,121,6,166,237,116
BOT_REQUESTS,122,0,517,2,0
BOT_REQUESTS,122,1,516,3,0
BOT_REQUESTS,122,2,506,12,1
BOT_REQUESTS,122,3,453,63,3
BOT_REQUESTS,122,4,309,188,22
BOT_REQUESTS,122,5,189,249,81
BOT_REQUESTS,122,6,131,222,166
BOT_REQUESTS,123,0,517,2,0
BOT_REQUESTS,123,1,517,1,1
BOT_REQUESTS,123,2,515,2,2
BOT_REQUESTS,123,3,504,13,2
BOT_REQUESTS,123,4,420,95,4
BOT_REQUESTS,123,5,265,222,32
BOT_REQUESTS,123,6,177,252,90
BOT_REQUESTS,124,0,517,2,0
BOT_REQUESTS,124,1,516,2,1
BOT_REQUESTS,124,2,503,14,2
BOT_REQUESTS,124,3,458,58,3
BOT_REQUESTS,124,4,317,180,22
BOT_REQUESTS,124,5,199,249,71
BOT_REQUESTS,124,6,147,233,139
BOT_REQUESTS,125,0,517,2,0
BOT_REQUESTS,125,1,515,4,0
BOT_REQUESTS,125,2,498,20,1
BOT_REQUESTS,125,3,440,72,7
BOT_REQUESTS,125,4,271,225,23
BOT_REQUESTS,125,5,191,243,85
BOT_REQUESTS,125,6,150,211,158
BOT_REQUESTS,126,0,517,2,0
BOT_REQUESTS,126,1,514,5,0
BOT_REQUESTS,126,2,504,13,2
BOT_REQUESTS,126,3,394,123,2
BOT_REQUESTS,126,4,241,250,28
BOT_REQUESTS,126,5,157,254,108
BOT_REQUESTS,126,6,128,202,189
BOT_REQUESTS,127,0,517,2,0
BOT_REQUESTS,127,1,516,1,2
BOT_REQUESTS,127,2,501,16,2
BOT_REQUESTS,127,3,403,112,4
BOT_REQUESTS,127,4,275,205,39
BOT_REQUESTS,127,5,200,205,114
BOT_REQUESTS,127,6,162,182,175
BOT_REQUESTS,128,0,517,2,0
BOT_REQUESTS,128,1,517,1,1
BOT_REQUESTS,128,2,517,1,1
BOT_REQUESTS,128,3,517,1,1
BOT_REQUESTS,128,4,517,1,1
BOT_REQUESTS,128,5,517,1,1
BOT_REQUESTS,128,6,517,0,2
BOT_REQUESTS,129,0,517,2,0
BOT_REQUESTS,129,1,516,1,2
BOT_REQUESTS,129,2,507,10,2
BOT_REQUESTS,129,3,457,54,8
BOT_REQUESTS,129,4,295,198,26
BOT_REQUESTS,129,5,197,242,80
BOT_REQUESTS,129,6,138,229,152
BOT_REQUESTS,130,0,517,2,0
BOT_REQUESTS,130,1,515,4,0
BOT_REQUESTS,130,2,513,5,1
BOT_REQUESTS,130,3,490,26,3
BOT_REQUESTS,130,4,392,114,13
BOT_REQUESTS,130,5,247,223,49
BOT_REQUESTS,130,6,185,228,106
BOT_REQUESTS,131,0,517,2,0
BOT_REQUESTS,131,1,516,1,2
BOT_REQUESTS,131,2,514,3,2
BOT_REQUESTS,131,3,506,10,3
BOT_REQUESTS,131,4,424,89,6
BOT_REQUESTS,131,5,257,227,35
BOT_REQUESTS,131,6,180,253,86
BOT_REQUESTS,132,0,517,2,0
BOT_REQUESTS,132,1,517,1,1
BOT_REQUESTS,132,2,517,1,1
BOT_REQUESTS,132,3,517,1,1
BOT_REQUESTS,132,4,517,1,1
BOT_REQUESTS,132,5,517,1,1
BOT_REQUESTS,132,6,516,2,1
BOT_REQUESTS,133,0,517,2,0
BOT_REQUESTS,133,1,517,1,1
BOT_REQUESTS,133,2,517,1,1
BOT_REQUESTS,133,3,516,1,2
BOT_REQUESTS,133,4,501,16,2
BOT_REQUESTS,133,5,403,108,8
BOT_REQUESTS,133,6,261,220,38
BOT_REQUESTS,134,0,517,2,0
BOT_REQUESTS,134,1,516,3,0
BOT_REQUESTS,134,2,497,22,0
BOT_REQUESTS,134,3,436,76,7
BOT_REQUESTS,134,4,275,206,38
BOT_REQUESTS,134,5,211,202,106
BOT_REQUESTS,134,6,187,159,173
BOT_REQUESTS,135,0,517,2,0
BOT_REQUESTS,135,1,516,2,1
BOT_REQUESTS,135,2,514,4,1
BOT_REQUESTS,135,3,479,38,2
BOT_REQUESTS,135,4,315,191,13
BOT_REQUESTS,135,5,210,244,65
BOT_REQUESTS,135,6,173,219,127
BOT_REQUESTS,136,0,517,2,0
BOT_REQUESTS,136,1,516,3,0
BOT_REQUESTS,136,2,509,8,2
BOT_REQUESTS,136,3,490,26,3
BOT_REQUESTS,136,4,441,69,9
BOT_REQUESTS,136,5,281,211,27
BOT_REQUESTS,136,6,178,257,84
BOT_REQUESTS,137,0,517,2,0
BOT_REQUESTS,137,1,516,3,0
BOT_REQUESTS,137,2,511,8,0
BOT_REQUESTS,137,3,487,30,2
BOT_REQUESTS,137,4,366,144,9
BOT_REQUESTS,137,5,236,231,52
BOT_REQUESTS,137,6,181,214,124
BOT_REQUESTS,138,0,517,2,0
BOT_REQUESTS,138,1,516,2,1
BOT_REQUESTS,138,2,514,3,2
BOT_REQUESTS,138,3,505,12,2
BOT_REQUESTS,138,4,350,163,6
BOT_REQUESTS,138,5,238,231,50
BOT_REQUESTS,138,6,191,211,117
BOT_REQUESTS,139,0,517,2,0
BOT_REQUESTS,139,1,516,2,1
BOT_REQUESTS,139,2,510,8,1
BOT_REQUESTS,139,3,479,37,3
BOT_REQUESTS,139,4,328,176,15
BOT_REQUESTS,139,5,222,239,58
BOT_REQUESTS,139,6,162,214,143
BOT_REQUESTS,140,0,517,2,0
BOT_REQUESTS,140,1,517,1,1
BOT_REQUESTS,140,2,517,1,1
BOT_REQUESTS,140,3,517,1,1
BOT_REQUESTS,140,4,517,1,1
BOT_REQUESTS,140,5,516,2,1
BOT_REQUESTS,140,6,513,4,2
BOT_REQUESTS,141,0,517,2,0
BOT_REQUESTS,141,1,517,1,1
BOT_REQUESTS,141,2,517,1,1
BOT_REQUESTS,141,3,517,0,2
BOT_REQUESTS,141,4,517,0,2
BOT_REQUESTS,141,5,517,0,2
BOT_REQUESTS,141,6,517,0,2
BOT_REQUESTS,142,0,517,2,0
BOT_REQUESTS,142,1,515,4,0
BOT_REQUESTS,142,2,505,12,2
BOT_REQUESTS,142,3,473,40,6
BOT_REQUESTS,142,4,348,151,20
BOT_REQUESTS,142,5,231,225,63
BOT_REQUESTS,142,6,178,222,119
BOT_REQUESTS,143,0,517,2,0
BOT_REQUESTS,143,1,517,1,1
BOT_REQUESTS,143,2,517,0,2
BOT_REQUESTS,143,3,517,0,2
BOT_REQUESTS,143,4,517,0,2
BOT_REQUESTS,143,5,517,0,2
BOT_REQUESTS,143,6,517,0,2
BOT_REQUESTS,144,0,517,2,0
BOT_REQUESTS,144,1,514,5,0
BOT_REQUESTS,144,2,506,10,3
BOT_REQUESTS,144,3,405,109,5
BOT_REQUESTS,144,4,235,242,42
BOT_REQUESTS,144,5,181,218,120
BOT_REQUESTS,144,6,146,187,186
BOT_REQUESTS,145,0,517,2,0
BOT_REQUESTS,145,1,516,3,0
BOT_REQUESTS,145,2,511,8,0
BOT_REQUESTS,145,3,432,85,2
BOT_REQUESTS,145,4,267,217,35
BOT_REQUESTS,145,5,210,204,105
BOT_REQUESTS,145,6,188,176,155
BOT_REQUESTS,146,0,517,2,0
BOT_REQUESTS,146,1,516,3,0
BOT_REQUESTS,146,2,513,3,3
BOT_REQUESTS,146,3,501,14,4
BOT_REQUESTS,146,4,405,105,9
BOT_REQUESTS,146,5,255,218,46
BOT_REQUESTS,146,6,195,215,109
BOT_REQUESTS,147,0,517,2,0
BOT_REQUESTS,147,1,517,2,0
BOT_REQUESTS,147,2,517,2,0
BOT_REQUESTS,147,3,516,2,1
BOT_REQUESTS,147,4,516,2,1
BOT_REQUESTS,147,5,515,2,2
BOT_REQUESTS,147,6,510,6,3
BOT_REQUESTS,148,0,517,2,0
BOT_REQUESTS,148,1,515,4,0
BOT_REQUESTS,148,2,497,21,1
BOT_REQUESTS,148,3,390,124,5
BOT_REQUESTS,148,4,241,227,51
BOT_REQUESTS,148,5,166,232,121
BOT_REQUESTS,148,6,135,194,190
BOT_REQUESTS,149,0,517,2,0
BOT_REQUESTS,149,1,516,3,0
BOT_REQUESTS,149,2,509,9,1
BOT_REQUESTS,149,3,439,75,5
BOT_REQUESTS,149,4,267,222,30
BOT_REQUESTS,149,5,187,220,112
BOT_REQUESTS,149,6,148,189,182
BOT_REQUESTS,150,0,517,2,0
BOT_REQUESTS,150,1,516,3,0
BOT_REQUESTS,150,2,497,21,1
BOT_REQUESTS,150,3,407,107,5
BOT_REQUESTS,150,4,249,231,39
BOT_REQUESTS,150,5,173,247,99
BOT_REQUESTS,150,6,137,209,173
BOT_REQUESTS,151,0,517,2,0
BOT_REQUESTS,151,1,517,1,1
BOT_REQUESTS,151,2,517,1,1
BOT_REQUESTS,151,3,515,3,1
BOT_REQUESTS,151,4,514,2,3
BOT_REQUESTS,151,5,449,67,3
BOT_REQUESTS,151,6,289,210,20
BOT_REQUESTS,152,0,517,2,0
BOT_REQUESTS,152,1,517,2,0
BOT_REQUESTS,152,2,517,1,1
BOT_REQUESTS,152,3,516,2,1
BOT_REQUESTS,152,4,502,15,2
BOT_REQUESTS,152,5,417,94,8
BOT_REQUESTS,152,6,260,213,46
BOT_REQUESTS,153,0,517,2,0
BOT_REQUESTS,153,1,516,2,1
BOT_REQUESTS,153,2,504,13,2
BOT_REQUESTS,153,3,445,67,7
BOT_REQUESTS,153,4,283,210,26
BOT_REQUESTS,153,5,194,243,82
BOT_REQUESTS,153,6,159,217,143
BOT_REQUESTS,154,0,517,2,0
BOT_REQUESTS,154,1,517,1,1
BOT_REQUESTS,154,2,517,1,1
BOT_REQUESTS,154,3,517,1,1
BOT_REQUESTS,154,4,517,1,1
BOT_REQUESTS,154,5,517,1,1
BOT_REQUESTS,154,6,517,0,2
BOT_REQUESTS,155,0,517,2,0
BOT_REQUESTS,155,1,515,3,1
BOT_REQUESTS,155,2,506,10,3
BOT_REQUESTS,155,3,448,65,6
BOT_REQUESTS,155,4,286,198,35
BOT_REQUESTS,155,5,210,219,90
BOT_REQUESTS,155,6,183,178,158
BOT_REQUESTS,156,0,517,2,0
BOT_REQUESTS,156,1,515,2,2
BOT_REQUESTS,156,2,508,9,2
BOT_REQUESTS,156,3,412,102,5
BOT_REQUESTS,156,4,248,236,35
BOT_REQUESTS,156,5,176,234,109
BOT_REQUESTS,156,6,144,201,174
BOT_REQUESTS,157,0,517,2,0
BOT_REQUESTS,157,1,516,2,1
BOT_REQUESTS,157,2,515,2,2
BOT_REQUESTS,157,3,453,64,2
BOT_REQUESTS,157,4,298,203,18
BOT_REQUESTS,157,5,203,229,87
BOT_REQUESTS,157,6,173,193,153
BOT_REQUESTS,158,0,517,2,0
BOT_REQUESTS,158,1,517,1,1
BOT_REQUESTS,158,2,516,2,1
BOT_REQUESTS,158,3,515,2,2
BOT_REQUESTS,158,4,513,3,3
BOT_REQUESTS,158,5,436,79,4
BOT_REQUESTS,158,6,306,183,30
BOT_REQUESTS,159,0,517,2,0
BOT_REQUESTS,159,1,516,2,1
BOT_REQUESTS,159,2,496,21,2
BOT_REQUESTS,159,3,381,130,8
BOT_REQUESTS,159,4,228,243,48
BOT_REQUESTS,159,5,154,252,113
BOT_REQUESTS,159,6,115,216,188
BOT_REQUESTS,160,0,517,2,0
BOT_REQUESTS,160,1,516,2,1
BOT_REQUESTS,160,2,514,4,1
BOT_REQUESTS,160,3,458,58,3
BOT_REQUESTS,160,4,298,205,16
BOT_REQUESTS,160,5,225,209,85
BOT_REQUESTS,160,6,181,185,153
BOT_REQUESTS,161,0,517,2,0
BOT_REQUESTS,161,1,517,2,0
BOT_REQUESTS,161,2,516,3,0
BOT_REQUESTS,161,3,508,10,1
BOT_REQUESTS,161,4,468,48,3
BOT_REQUESTS,161,5,351,149,19
BOT_REQUESTS,161,6,228,219,72
BOT_REQUESTS,162,0,517,2,0
BOT_REQUESTS,162,1,515,3,1
BOT_REQUESTS,162,2,504,13,2
BOT_REQUESTS,162,3,412,101,6
BOT_REQUESTS,162,4,259,225,35
BOT_REQUESTS,162,5,171,241,107
BOT_REQUESTS,162,6,134,208,177
BOT_REQUESTS,163,0,517,2,0
BOT_REQUESTS,163,1,515,3,1
BOT_REQUESTS,163,2,500,18,1
BOT_REQUESTS,163,3,429,84,6
BOT_REQUESTS,163,4,270,221,28
BOT_REQUESTS,163,5,184,233,102
BOT_REQUESTS,163,6,153,191,175
BOT_REQUESTS,164,0,517,2,0
BOT_REQUESTS,164,1,516,2,1
BOT_REQUESTS,164,2,514,3,2
BOT_REQUESTS,164,3,509,7,3
BOT_REQUESTS,164,4,470,43,6
BOT_REQUESTS,164,5,316,187,16
BOT_REQUESTS,164,6,217,224,78
BOT_REQUESTS,165,0,517,2,0
BOT_REQUESTS,165,1,517,2,0
BOT_REQUESTS,165,2,515,3,1
BOT_REQUESTS,165,3,509,8,2
BOT_REQUESTS,165,4,480,35,4
BOT_REQUESTS,165,5,341,166,12
BOT_REQUESTS,165,6,230,226,63
BOT_REQUESTS,166,0,517,2,0
BOT_REQUESTS,166,1,517,1,1
BOT_REQUESTS,166,2,517,1,1
BOT_REQUESTS,166,3,517,1,1
BOT_REQUESTS,166,4,516,2,1
BOT_REQUESTS,166,5,506,11,2
BOT_REQUESTS,166,6,410,100,9
BOT_REQUESTS,167,0,517,2,0
BOT_REQUESTS,167,1,515,3,1
BOT_REQUESTS,167,2,511,6,2
BOT_REQUESTS,167,3,415,99,5
BOT_REQUESTS,167,4,277,205,37
BOT_REQUESTS,167,5,194,230,95
BOT_REQUESTS,167,6,159,205,155
BOT_REQUESTS,168,0,517,2,0
BOT_REQUESTS,168,1,516,3,0
BOT_REQUESTS,168,2,512,6,1
BOT_REQUESTS,168,3,473,43,3
BOT_REQUESTS,168,4,314,189,16
BOT_REQUESTS,168,5,217,235,67
BOT_REQUESTS,168,6,174,204,141
BOT_REQUESTS,169,0,517,2,0
BOT_REQUESTS,169,1,516,3,0
BOT_REQUESTS,169,2,514,5,0
BOT_REQUESTS,169,3,503,15,1
BOT_REQUESTS,169,4,407,105,7
BOT_REQUESTS,169,5,251,231,37
BOT_REQUESTS,169,6,189,214,116
BOT_REQUESTS,170,0,517,2,0
BOT_REQUESTS,170,1,513,5,1
BOT_REQUESTS,170,2,499,16,4
BOT_REQUESTS,170,3,390,119,10
BOT_REQUESTS,170,4,242,226,51
BOT_REQUESTS,170,5,162,252,105
BOT_REQUESTS,170,6,128,209,182
BOT_REQUESTS,171,0,517,2,0
BOT_REQUESTS,171,1,515,3,1
BOT_REQUESTS,171,2,515,3,1
BOT_REQUESTS,171,3,512,5,2
BOT_REQUESTS,171,4,427,89,3
BOT_REQUESTS,171,5,262,223,34
BOT_REQUESTS,171,6,179,251,89
BOT_REQUESTS,172,0,517,2,0
BOT_REQUESTS,172,1,516,2,1
BOT_REQUESTS,172,2,515,3,1
BOT_REQUESTS,172,3,452,66,1
BOT_REQUESTS,172,4,293,208,18
BOT_REQUESTS,172,5,195,243,81
BOT_REQUESTS,172,6,151,208,160
BOT_REQUESTS,173,0,517,2,0
BOT_REQUESTS,173,1,517,1,1
BOT_REQUESTS,173,2,517,1,1
BOT_REQUESTS,173,3,517,0,2
BOT_REQUESTS,173,4,517,0,2
BOT_REQUESTS,173,5,517,0,2
BOT_REQUESTS,173,6,517,0,2
BOT_REQUESTS,174,0,517,2,0
BOT_REQUESTS,174,1,516,3,0
BOT_REQUESTS,174,2,513,5,1
BOT_REQUESTS,174,3,427,90,2
BOT_REQUESTS,174,4,267,230,22
BOT_REQUESTS,174,5,199,223,97
BOT_REQUESTS,174,6,157,207,155
BOT_REQUESTS,175,0,517,2,0
BOT_REQUESTS,175,1,516,3,0
BOT_REQUESTS,175,2,514,4,1
BOT_REQUESTS,175,3,448,69,2
BOT_REQUESTS,175,4,306,190,23
BOT_REQUESTS,175,5,217,225,77
BOT_REQUESTS,175,6,169,201,149
BOT_REQUESTS,176,0,517,2,0
BOT_REQUESTS,176,1,516,2,1
BOT_REQUESTS,176,2,511,7,1
BOT_REQUESTS,176,3,472,44,3
BOT_REQUESTS,176,4,316,181,22
BOT_REQUESTS,176,5,204,238,77
BOT_REQUESTS,176,6,141,232,146
BOT_REQUESTS,177,0,517,2,0
BOT_REQUESTS,177,1,517,2,0
BOT_REQUESTS,177,2,516,2,1
BOT_REQUESTS,177,3,510,8,1
BOT_REQUESTS,177,4,486,31,2
BOT_REQUESTS,177,5,365,140,14
BOT_REQUESTS,177,6,233,237,49
BOT_REQUESTS,178,0,517,2,0
BOT_REQUESTS,178,1,515,3,1
BOT_REQUESTS,178,2,508,9,2
BOT_REQUESTS,178,3,427,88,4
BOT_REQUESTS,178,4,270,224,25
BOT_REQUESTS,178,5,182,239,98
BOT_REQUESTS,178,6,134,216,169
BOT_REQUESTS,179,0,517,2,0
BOT_REQUESTS,179,1,516,2,1
BOT_REQUESTS,179,2,512,6,1
BOT_REQUESTS,179,3,450,67,2
BOT_REQUESTS,179,4,288,201,30
BOT_REQUESTS,179,5,178,249,92
BOT_REQUESTS,179,6,141,212,166
BOT_REQUESTS,180,0,517,2,0
BOT_REQUESTS,180,1,516,2,1
BOT_REQUESTS,180,2,515,2,2
BOT_REQUESTS,180,3,498,18,3
BOT_REQUESTS,180,4,369,141,9
BOT_REQUESTS,180,5,223,242,54
BOT_REQUESTS,180,6,171,225,123
BOT_REQUESTS,181,0,517,2,0
BOT_REQUESTS,181,1,515,4,0
BOT_REQUESTS,181,2,510,7,2
BOT_REQUESTS,181,3,492,23,4
BOT_REQUESTS,181,4,438,66,15
BOT_REQUESTS,181,5,287,196,36
BOT_REQUESTS,181,6,212,225,82
BOT_REQUESTS,182,0,517,2,0
BOT_REQUESTS,182,1,513,4,2
BOT_REQUESTS,182,2,483,34,2
BOT_REQUESTS,182,3,345,163,11
BOT_REQUESTS,182,4,210,253,56
BOT_REQUESTS,182,5,154,243,122
BOT_REQUESTS,182,6,115,211,193
BOT_REQUESTS,183,0,517,2,0
BOT_REQUESTS,183,1,517,1,1
BOT_REQUESTS,183,2,517,1,1
BOT_REQUESTS,183,3,516,1,2
BOT_REQUESTS,183,4,515,2,2
BOT_REQUESTS,183,5,476,40,3
BOT_REQUESTS,183,6,313,189,17
BOT_REQUESTS,184,0,517,2,0
BOT_REQUESTS,184,1,517,2,0
BOT_REQUESTS,184,2,517,0,2
BOT_REQUESTS,184,3,517,0,2
BOT_REQUESTS,184,4,517,0,2
BOT_REQUESTS,184,5,517,0,2
BOT_REQUESTS,184,6,517,0,2
BOT_REQUESTS,185,0,517,2,0
BOT_REQUESTS,185,1,517,1,1
BOT_REQUESTS,185,2,517,1,1
BOT_REQUESTS,185,3,517,1,1
BOT_REQUESTS,185,4,516,1,2
BOT_REQUESTS,185,5,514,3,2
BOT_REQUESTS,185,6,499,15,5
BOT_REQUESTS,186,0,517,2,0
BOT_REQUESTS,186,1,517,1,1
BOT_REQUESTS,186,2,517,1,1
BOT_REQUESTS,186,3,515,3,1
BOT_REQUESTS,186,4,502,15,2
BOT_REQUESTS,186,5,469,42,8
BOT_REQUESTS,186,6,315,183,21
BOT_REQUESTS,187,0,517,2,0
BOT_REQUESTS,187,1,517,1,1
BOT_REQUESTS,187,2,517,1,1
BOT_REQUESTS,187,3,516,2,1
BOT_REQUESTS,187,4,516,2,1
BOT_REQUESTS,187,5,516,1,2
BOT_REQUESTS,187,6,514,3,2
BOT_REQUESTS,188,0,517,2,0
BOT_REQUESTS,188,1,515,4,0
BOT_REQUESTS,188,2,508,11,0
BOT_REQUESTS,188,3,389,125,5
BOT_REQUESTS,188,4,240,243,36
BOT_REQUESTS,188,5,157,251,111
BOT_REQUESTS,188,6,128,209,182
BOT_REQUESTS,189,0,517,2,0
BOT_REQUESTS,189,1,514,5,0
BOT_REQUESTS,189,2,487,29,3
BOT_REQUESTS,189,3,429,75,15
BOT_REQUESTS,189,4,274,203,42
BOT_REQUESTS,189,5,199,224,96
BOT_REQUESTS,189,6,165,183,171
BOT_REQUESTS,190,0,517,2,0
BOT_REQUESTS,190,1,516,3,0
BOT_REQUESTS,190,2,502,15,2
